场景,日氨产量(t/day),时段,时段序号(h),设备状态,常规负荷功率(MW),生产负荷功率(MW),总负荷功率(MW),风电功率(MW),光伏功率(MW),风光总出力(MW),购电功率(MW),售电功率(MW),购电电价(¥/kWh),售电电价(¥/kWh),开机边际电网成本(¥/h),风电场景,光伏场景
风电1-光伏4,36,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,15.072000000000001,0.0,15.072000000000001,27.608199999999997,0.0,0.3424,0.3779,14702.7589,1,4
风电1-光伏4,36,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,18.724,0.0,18.724,24.406200000000002,0.0,0.3424,0.3779,14816.429900000001,1,4
风电1-光伏4,36,6:00-7:00,7,1,2.5002,41.5,44.0002,9.628,0.0,9.628,34.3722,0.0,0.3424,0.3779,14462.6369,1,4
风电1-光伏4,36,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,22.804000000000002,0.0,22.804000000000002,22.066199999999995,0.0,0.6074,0.3779,20747.0429,1,4
风电1-光伏4,36,8:00-9:00,9,1,4.0098,41.5,45.5098,17.852,0.0,17.852,27.657799999999998,0.0,0.6074,0.3779,22030.3151,1,4
风电1-光伏4,36,9:00-10:00,10,1,4.199999999999999,41.5,45.7,14.328000000000001,0.0,14.328000000000001,31.372,0.0,0.6074,0.3779,22882.724000000002,1,4
风电1-光伏4,36,10:00-11:00,11,0,4.1202,0.0,4.1202,11.904,0.0,11.904,0.0,7.7838,0.8024,0.3779,29995.3769,1,4
风电1-光伏4,36,11:00-12:00,12,0,3.9000000000000004,0.0,3.9000000000000004,7.736,1.28,9.016,0.0,5.116,0.8024,0.3779,31127.858,1,4
风电1-光伏4,36,12:00-13:00,13,0,3.2598000000000003,0.0,3.2598000000000003,8.556000000000001,5.12,13.676000000000002,0.0,10.416200000000002,0.8024,0.3779,28877.923099999996,1,4
风电1-光伏4,36,13:00-14:00,14,0,2.6898,0.0,2.6898,14.52,7.68,22.2,0.0,19.510199999999998,0.8024,0.3779,25017.520099999998,1,4
风电1-光伏4,36,14:00-15:00,15,0,3.63,0.0,3.63,6.707999999999999,5.12,11.828,0.0,8.198,0.8024,0.3779,29819.549000000003,1,4
风电1-光伏4,36,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,11.175999999999998,1.28,12.455999999999998,32.864200000000004,0.0,0.6074,0.3779,23225.183900000004,1,4
风电1-光伏4,36,16:00-17:00,17,0,3.75,0.0,3.75,10.107999999999999,0.0,10.107999999999999,0.0,6.357999999999999,0.6074,0.3779,23747.939000000002,1,4
风电1-光伏4,36,17:00-18:00,18,0,3.1398,0.0,3.1398,6.3839999999999995,0.0,6.3839999999999995,0.0,3.2441999999999993,0.6074,0.3779,24462.5561,1,4
风电1-光伏4,36,18:00-19:00,19,0,2.61,0.0,2.61,6.428000000000001,0.0,6.428000000000001,0.0,3.818000000000001,0.8024,0.3779,31678.859,1,4
风电1-光伏4,36,19:00-20:00,20,0,2.1198,0.0,2.1198,5.736,0.0,5.736,0.0,3.6161999999999996,0.8024,0.3779,31764.5231,1,4
风电1-光伏4,36,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,3.752,0.0,3.752,0.0,1.892,0.8024,0.3779,32496.445999999996,1,4
风电1-光伏4,36,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,0.0,2.0618,0.6074,0.3779,24733.916900000004,1,4
风电1-光伏4,36,22:00-23:00,23,0,1.56,0.0,1.56,4.88,0.0,4.88,0.0,3.32,0.6074,0.3779,24445.16,1,4
风电1-光伏4,36,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.1919999999999997,0.0,3.1919999999999997,39.788199999999996,0.0,0.3424,0.3779,14270.368899999996,1,4
风电2-光伏1,72,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,1
风电2-光伏1,72,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,1
风电2-光伏1,72,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,1
风电2-光伏1,72,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,1
风电2-光伏1,72,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,1
风电2-光伏1,72,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,1
风电2-光伏1,72,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,14.08,23.22,20.7802,0.0,0.3424,0.3779,14945.152900000001,2,1
风电2-光伏1,72,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,7.640000000000001,25.6,33.24,11.630199999999995,0.0,0.6074,0.3779,18351.9809,2,1
风电2-光伏1,72,8:00-9:00,9,1,4.0098,41.5,45.5098,4.748,37.12,41.867999999999995,3.6418000000000035,0.0,0.6074,0.3779,16518.6431,2,1
风电2-光伏1,72,9:00-10:00,10,1,4.199999999999999,41.5,45.7,4.859999999999999,46.08,50.94,0.0,5.239999999999995,0.6074,0.3779,15682.85,2,1
风电2-光伏1,72,10:00-11:00,11,1,4.1202,41.5,45.6202,5.335999999999999,52.48,57.815999999999995,0.0,12.195799999999998,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,72,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,4.292,55.04,59.332,0.0,13.932000000000002,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,72,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,56.32,60.488,0.0,15.728200000000001,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,72,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,56.32,63.108,0.0,18.9182,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,72,14:00-15:00,15,1,3.63,41.5,45.13,8.364,52.48,60.843999999999994,0.0,15.713999999999992,0.8024,0.3779,15682.85,2,1
风电2-光伏1,72,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,44.8,53.20399999999999,0.0,7.883799999999994,0.6074,0.3779,15682.85,2,1
风电2-光伏1,72,16:00-17:00,17,1,3.75,41.5,45.25,5.896,33.28,39.176,6.073999999999998,0.0,0.6074,0.3779,17076.833,2,1
风电2-光伏1,72,17:00-18:00,18,1,3.1398,41.5,44.6398,6.6080000000000005,24.32,30.928,13.7118,0.0,0.6074,0.3779,18829.708100000003,2,1
风电2-光伏1,72,18:00-19:00,19,1,2.61,41.5,44.11,6.252,11.52,17.772,26.338,0.0,0.8024,0.3779,26863.331,2,1
风电2-光伏1,72,19:00-20:00,20,1,2.1198,41.5,43.6198,4.312,0.0,4.312,39.3078,0.0,0.8024,0.3779,32369.011099999996,2,1
风电2-光伏1,72,20:00-21:00,21,1,1.8599999999999999,41.5,43.36,2.3280000000000003,0.0,2.3280000000000003,41.032,0.0,0.8024,0.3779,33100.933999999994,2,1
风电2-光伏1,72,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,1.492,0.0,1.492,41.638200000000005,0.0,0.6074,0.3779,25207.100000000002,2,1
风电2-光伏1,72,22:00-23:00,23,1,1.56,41.5,43.06,2.124,0.0,2.124,40.936,0.0,0.6074,0.3779,25077.662000000004,2,1
风电2-光伏1,72,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.6959999999999997,0.0,3.6959999999999997,39.2842,0.0,0.3424,0.3779,14288.260899999997,2,1
风电2-光伏1,63,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,1
风电2-光伏1,63,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,1
风电2-光伏1,63,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,1
风电2-光伏1,63,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,1
风电2-光伏1,63,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,1
风电2-光伏1,63,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,1
风电2-光伏1,63,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,14.08,23.22,20.7802,0.0,0.3424,0.3779,14945.152900000001,2,1
风电2-光伏1,63,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,7.640000000000001,25.6,33.24,11.630199999999995,0.0,0.6074,0.3779,18351.9809,2,1
风电2-光伏1,63,8:00-9:00,9,1,4.0098,41.5,45.5098,4.748,37.12,41.867999999999995,3.6418000000000035,0.0,0.6074,0.3779,16518.6431,2,1
风电2-光伏1,63,9:00-10:00,10,1,4.199999999999999,41.5,45.7,4.859999999999999,46.08,50.94,0.0,5.239999999999995,0.6074,0.3779,15682.85,2,1
风电2-光伏1,63,10:00-11:00,11,1,4.1202,41.5,45.6202,5.335999999999999,52.48,57.815999999999995,0.0,12.195799999999998,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,63,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,4.292,55.04,59.332,0.0,13.932000000000002,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,63,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,56.32,60.488,0.0,15.728200000000001,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,63,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,56.32,63.108,0.0,18.9182,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,63,14:00-15:00,15,1,3.63,41.5,45.13,8.364,52.48,60.843999999999994,0.0,15.713999999999992,0.8024,0.3779,15682.85,2,1
风电2-光伏1,63,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,44.8,53.20399999999999,0.0,7.883799999999994,0.6074,0.3779,15682.85,2,1
风电2-光伏1,63,16:00-17:00,17,1,3.75,41.5,45.25,5.896,33.28,39.176,6.073999999999998,0.0,0.6074,0.3779,17076.833,2,1
风电2-光伏1,63,17:00-18:00,18,1,3.1398,41.5,44.6398,6.6080000000000005,24.32,30.928,13.7118,0.0,0.6074,0.3779,18829.708100000003,2,1
风电2-光伏1,63,18:00-19:00,19,0,2.61,0.0,2.61,6.252,11.52,17.772,0.0,15.161999999999999,0.8024,0.3779,26863.331,2,1
风电2-光伏1,63,19:00-20:00,20,0,2.1198,0.0,2.1198,4.312,0.0,4.312,0.0,2.1922,0.8024,0.3779,32369.011099999996,2,1
风电2-光伏1,63,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.4680000000000004,0.8024,0.3779,33100.933999999994,2,1
风电2-光伏1,63,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,1.492,0.0,1.492,41.638200000000005,0.0,0.6074,0.3779,25207.100000000002,2,1
风电2-光伏1,63,22:00-23:00,23,1,1.56,41.5,43.06,2.124,0.0,2.124,40.936,0.0,0.6074,0.3779,25077.662000000004,2,1
风电2-光伏1,63,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.6959999999999997,0.0,3.6959999999999997,39.2842,0.0,0.3424,0.3779,14288.260899999997,2,1
风电2-光伏1,54,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,1
风电2-光伏1,54,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,1
风电2-光伏1,54,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,1
风电2-光伏1,54,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,1
风电2-光伏1,54,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,1
风电2-光伏1,54,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,1
风电2-光伏1,54,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,14.08,23.22,20.7802,0.0,0.3424,0.3779,14945.152900000001,2,1
风电2-光伏1,54,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,7.640000000000001,25.6,33.24,11.630199999999995,0.0,0.6074,0.3779,18351.9809,2,1
风电2-光伏1,54,8:00-9:00,9,1,4.0098,41.5,45.5098,4.748,37.12,41.867999999999995,3.6418000000000035,0.0,0.6074,0.3779,16518.6431,2,1
风电2-光伏1,54,9:00-10:00,10,1,4.199999999999999,41.5,45.7,4.859999999999999,46.08,50.94,0.0,5.239999999999995,0.6074,0.3779,15682.85,2,1
风电2-光伏1,54,10:00-11:00,11,1,4.1202,41.5,45.6202,5.335999999999999,52.48,57.815999999999995,0.0,12.195799999999998,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,54,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,4.292,55.04,59.332,0.0,13.932000000000002,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,54,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,56.32,60.488,0.0,15.728200000000001,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,54,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,56.32,63.108,0.0,18.9182,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,54,14:00-15:00,15,1,3.63,41.5,45.13,8.364,52.48,60.843999999999994,0.0,15.713999999999992,0.8024,0.3779,15682.85,2,1
风电2-光伏1,54,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,44.8,53.20399999999999,0.0,7.883799999999994,0.6074,0.3779,15682.85,2,1
风电2-光伏1,54,16:00-17:00,17,1,3.75,41.5,45.25,5.896,33.28,39.176,6.073999999999998,0.0,0.6074,0.3779,17076.833,2,1
风电2-光伏1,54,17:00-18:00,18,0,3.1398,0.0,3.1398,6.6080000000000005,24.32,30.928,0.0,27.7882,0.6074,0.3779,18829.708100000003,2,1
风电2-光伏1,54,18:00-19:00,19,0,2.61,0.0,2.61,6.252,11.52,17.772,0.0,15.161999999999999,0.8024,0.3779,26863.331,2,1
风电2-光伏1,54,19:00-20:00,20,0,2.1198,0.0,2.1198,4.312,0.0,4.312,0.0,2.1922,0.8024,0.3779,32369.011099999996,2,1
风电2-光伏1,54,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.4680000000000004,0.8024,0.3779,33100.933999999994,2,1
风电2-光伏1,54,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,1.492,0.0,1.492,0.13819999999999988,0.0,0.6074,0.3779,25207.100000000002,2,1
风电2-光伏1,54,22:00-23:00,23,0,1.56,0.0,1.56,2.124,0.0,2.124,0.0,0.5640000000000001,0.6074,0.3779,25077.662000000004,2,1
风电2-光伏1,54,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.6959999999999997,0.0,3.6959999999999997,39.2842,0.0,0.3424,0.3779,14288.260899999997,2,1
风电2-光伏1,45,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,1
风电2-光伏1,45,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,1
风电2-光伏1,45,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,1
风电2-光伏1,45,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,1
风电2-光伏1,45,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,1
风电2-光伏1,45,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,1
风电2-光伏1,45,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,14.08,23.22,20.7802,0.0,0.3424,0.3779,14945.152900000001,2,1
风电2-光伏1,45,7:00-8:00,8,0,3.3701999999999996,0.0,3.3701999999999996,7.640000000000001,25.6,33.24,0.0,29.8698,0.6074,0.3779,18351.9809,2,1
风电2-光伏1,45,8:00-9:00,9,0,4.0098,0.0,4.0098,4.748,37.12,41.867999999999995,0.0,37.8582,0.6074,0.3779,16518.6431,2,1
风电2-光伏1,45,9:00-10:00,10,1,4.199999999999999,41.5,45.7,4.859999999999999,46.08,50.94,0.0,5.239999999999995,0.6074,0.3779,15682.85,2,1
风电2-光伏1,45,10:00-11:00,11,1,4.1202,41.5,45.6202,5.335999999999999,52.48,57.815999999999995,0.0,12.195799999999998,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,45,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,4.292,55.04,59.332,0.0,13.932000000000002,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,45,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,56.32,60.488,0.0,15.728200000000001,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,45,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,56.32,63.108,0.0,18.9182,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,45,14:00-15:00,15,1,3.63,41.5,45.13,8.364,52.48,60.843999999999994,0.0,15.713999999999992,0.8024,0.3779,15682.85,2,1
风电2-光伏1,45,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,44.8,53.20399999999999,0.0,7.883799999999994,0.6074,0.3779,15682.85,2,1
风电2-光伏1,45,16:00-17:00,17,0,3.75,0.0,3.75,5.896,33.28,39.176,0.0,35.426,0.6074,0.3779,17076.833,2,1
风电2-光伏1,45,17:00-18:00,18,0,3.1398,0.0,3.1398,6.6080000000000005,24.32,30.928,0.0,27.7882,0.6074,0.3779,18829.708100000003,2,1
风电2-光伏1,45,18:00-19:00,19,0,2.61,0.0,2.61,6.252,11.52,17.772,0.0,15.161999999999999,0.8024,0.3779,26863.331,2,1
风电2-光伏1,45,19:00-20:00,20,0,2.1198,0.0,2.1198,4.312,0.0,4.312,0.0,2.1922,0.8024,0.3779,32369.011099999996,2,1
风电2-光伏1,45,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.4680000000000004,0.8024,0.3779,33100.933999999994,2,1
风电2-光伏1,45,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,1.492,0.0,1.492,0.13819999999999988,0.0,0.6074,0.3779,25207.100000000002,2,1
风电2-光伏1,45,22:00-23:00,23,0,1.56,0.0,1.56,2.124,0.0,2.124,0.0,0.5640000000000001,0.6074,0.3779,25077.662000000004,2,1
风电2-光伏1,45,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.6959999999999997,0.0,3.6959999999999997,39.2842,0.0,0.3424,0.3779,14288.260899999997,2,1
风电2-光伏1,36,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,1
风电2-光伏1,36,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,1
风电2-光伏1,36,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,1
风电2-光伏1,36,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,1
风电2-光伏1,36,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,1
风电2-光伏1,36,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,1
风电2-光伏1,36,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,14.08,23.22,20.7802,0.0,0.3424,0.3779,14945.152900000001,2,1
风电2-光伏1,36,7:00-8:00,8,0,3.3701999999999996,0.0,3.3701999999999996,7.640000000000001,25.6,33.24,0.0,29.8698,0.6074,0.3779,18351.9809,2,1
风电2-光伏1,36,8:00-9:00,9,0,4.0098,0.0,4.0098,4.748,37.12,41.867999999999995,0.0,37.8582,0.6074,0.3779,16518.6431,2,1
风电2-光伏1,36,9:00-10:00,10,0,4.199999999999999,0.0,4.199999999999999,4.859999999999999,46.08,50.94,0.0,46.739999999999995,0.6074,0.3779,15682.85,2,1
风电2-光伏1,36,10:00-11:00,11,0,4.1202,0.0,4.1202,5.335999999999999,52.48,57.815999999999995,0.0,53.6958,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,36,11:00-12:00,12,0,3.9000000000000004,0.0,3.9000000000000004,4.292,55.04,59.332,0.0,55.432,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,36,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,56.32,60.488,0.0,15.728200000000001,0.8024,0.3779,15682.850000000002,2,1
风电2-光伏1,36,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,56.32,63.108,0.0,18.9182,0.8024,0.3779,15682.849999999999,2,1
风电2-光伏1,36,14:00-15:00,15,1,3.63,41.5,45.13,8.364,52.48,60.843999999999994,0.0,15.713999999999992,0.8024,0.3779,15682.85,2,1
风电2-光伏1,36,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,44.8,53.20399999999999,0.0,7.883799999999994,0.6074,0.3779,15682.85,2,1
风电2-光伏1,36,16:00-17:00,17,0,3.75,0.0,3.75,5.896,33.28,39.176,0.0,35.426,0.6074,0.3779,17076.833,2,1
风电2-光伏1,36,17:00-18:00,18,0,3.1398,0.0,3.1398,6.6080000000000005,24.32,30.928,0.0,27.7882,0.6074,0.3779,18829.708100000003,2,1
风电2-光伏1,36,18:00-19:00,19,0,2.61,0.0,2.61,6.252,11.52,17.772,0.0,15.161999999999999,0.8024,0.3779,26863.331,2,1
风电2-光伏1,36,19:00-20:00,20,0,2.1198,0.0,2.1198,4.312,0.0,4.312,0.0,2.1922,0.8024,0.3779,32369.011099999996,2,1
风电2-光伏1,36,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.4680000000000004,0.8024,0.3779,33100.933999999994,2,1
风电2-光伏1,36,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,1.492,0.0,1.492,0.13819999999999988,0.0,0.6074,0.3779,25207.100000000002,2,1
风电2-光伏1,36,22:00-23:00,23,0,1.56,0.0,1.56,2.124,0.0,2.124,0.0,0.5640000000000001,0.6074,0.3779,25077.662000000004,2,1
风电2-光伏1,36,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,3.6959999999999997,0.0,3.6959999999999997,39.2842,0.0,0.3424,0.3779,14288.260899999997,2,1
风电2-光伏2,72,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,5.312,0.0,5.312,37.5578,0.0,0.3424,0.3779,14349.5481,2,2
风电2-光伏2,72,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,8.5,0.0,8.5,34.0998,0.0,0.3424,0.3779,14472.3071,2,2
风电2-光伏2,72,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,9.379999999999999,0.0,9.379999999999999,32.919799999999995,0.0,0.3424,0.3779,14514.197099999998,2,2
风电2-光伏2,72,3:00-4:00,4,1,0.99,41.5,42.49,10.304,0.0,10.304,32.186,0.0,0.3424,0.3779,14540.247,2,2
风电2-光伏2,72,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,9.9,0.0,9.9,32.7802,0.0,0.3424,0.3779,14519.1529,2,2
风电2-光伏2,72,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,9.62,0.0,9.62,33.510200000000005,0.0,0.3424,0.3779,14493.237900000002,2,2
风电2-光伏2,72,6:00-7:00,7,1,2.5002,41.5,44.0002,9.14,0.0,9.14,34.8602,0.0,0.3424,0.3779,14445.3129,2,2
风电2-光伏2,72,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,7.640000000000001,3.2,10.84,34.030199999999994,0.0,0.6074,0.3779,23492.780899999998,2,2
风电2-光伏2,72,8:00-9:00,9,1,4.0098,41.5,45.5098,4.748,10.88,15.628,29.8818,0.0,0.6074,0.3779,22540.723100000003,2,2
风电2-光伏2,72,9:00-10:00,10,1,4.199999999999999,41.5,45.7,4.859999999999999,17.92,22.78,22.92,0.0,0.6074,0.3779,20942.99,2,2
风电2-光伏2,72,10:00-11:00,11,1,4.1202,41.5,45.6202,5.335999999999999,24.96,30.296,15.324199999999998,0.0,0.8024,0.3779,22187.9729,2,2
风电2-光伏2,72,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,4.292,31.36,35.652,9.747999999999998,0.0,0.8024,0.3779,19820.876,2,2
风电2-光伏2,72,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,4.168,35.84,40.008,4.751799999999996,0.0,0.8024,0.3779,17699.9891,2,2
风电2-光伏2,72,13:00-14:00,14,1,2.6898,41.5,44.1898,6.787999999999999,37.12,43.907999999999994,0.28180000000000405,0.0,0.8024,0.3779,15802.474100000001,2,2
风电2-光伏2,72,14:00-15:00,15,1,3.63,41.5,45.13,8.364,32.0,40.364000000000004,4.765999999999998,0.0,0.8024,0.3779,17706.017,2,2
风电2-光伏2,72,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,8.404,25.6,34.004000000000005,11.316199999999995,0.0,0.6074,0.3779,18279.9179,2,2
风电2-光伏2,72,16:00-17:00,17,1,3.75,41.5,45.25,5.896,19.2,25.096,20.154,0.0,0.6074,0.3779,20308.193000000003,2,2
风电2-光伏2,72,17:00-18:00,18,1,3.1398,41.5,44.6398,6.6080000000000005,9.6,16.208,28.431800000000003,0.0,0.6074,0.3779,22207.9481,2,2
风电2-光伏2,72,18:00-19:00,19,1,2.61,41.5,44.11,6.252,3.2,9.452,34.658,0.0,0.8024,0.3779,30395.171000000002,2,2
风电2-光伏2,72,19:00-20:00,20,1,2.1198,41.5,43.6198,4.312,0.0,4.312,39.3078,0.0,0.8024,0.3779,32369.011099999996,2,2
风电2-光伏2,72,20:00-21:00,21,1,1.8599999999999999,41.5,43.36,2.3280000000000003,0.0,2.3280000000000003,41.032,0.0,0.8024,0.3779,33100.933999999994,2,2
风电2-光伏2,72,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,1.492,0.0,1.492,41.638200000000005,0.0,0.6074,0.3779,25207.100000000002,2,2
