场景,日氨产量(t/day),开机时间(h),设备利用率(%),碱性电解槽利用率(%),PEM电解槽利用率(%),合成氨装置利用率(%),最优生产时段,常规负荷电量(MWh),生产负荷电量(MWh),总负荷电量(MWh),风电电量(MWh),光伏电量(MWh),新能源发电量(MWh),购电量(MWh),售电量(MWh),新能源自发自用比例(%),新能源供电占比(%),上网电量比例(%),新能源自发自用比例达标,新能源供电占比达标,上网电量比例达标,达标指标数,达标状态,风电发电成本(¥/day),光伏发电成本(¥/day),购电成本(¥/day),售电收入(¥/day),碱性电解槽运维成本(¥/day),PEM电解槽运维成本(¥/day),合成氨装置运维成本(¥/day),合成氨装置资本分摊(¥/day),日净成本(¥/day),净吨氨成本(¥/t),求解器,求解状态,MIP间隙,MIP节点数,风电场景,光伏场景
风电3-光伏3,36,12,50.0,50.0,50.0,50.0,00:00-07:00、09:00-10:00、15:00-18:00、23:00-24:00,60.72,498.0,558.72,271.40000000000003,85.12,356.52000000000004,345.2962,143.0962,19.726130371367667,38.19870418098511,40.13693481431616,否,是,否,1,部分达标,40710.00000000001,10214.400000000001,146820.26888000002,54076.05398000001,24000.0,36000.0,36.0,3287.671232876712,206992.2861328767,5749.785725913242,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,3,3
风电3-光伏4,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,271.40000000000003,20.480000000000004,291.88,764.8399999999999,0.0,99.99999999999996,27.62131879778939,0.0,是,否,是,2,部分达标,40710.00000000001,2457.6000000000004,452341.3449999999,0.0,48000.0,72000.0,72.0,3287.671232876712,618868.6162328767,8595.397447678843,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,3,4
风电3-光伏4,63,21,87.5,87.5,87.5,87.5,00:00-10:00、12:00-20:00、21:00-24:00,60.72,871.5,932.22,271.40000000000003,20.480000000000004,291.88,657.0717999999999,16.7318,88.5351514320954,29.51537190791873,5.73242428395231,是,否,是,2,部分达标,40710.00000000001,2457.6000000000004,365868.14132,6322.947220000001,42000.0,63000.0,63.0,3287.671232876712,511063.4653328768,8112.11849734725,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,3,4
风电3-光伏4,54,18,75.0,75.0,75.0,75.0,00:00-10:00、13:00-18:00、21:00-24:00,60.72,747.0,807.72,271.40000000000003,20.480000000000004,291.88,560.1022,44.26220000000001,69.67096066876798,30.656390828504925,15.164519665616009,是,是,是,3,全部达标,40710.00000000001,2457.6000000000004,288059.73428000003,16726.685380000003,36000.0,54000.0,54.0,3287.671232876712,407842.3201328768,7552.635558016237,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,3,4
风电3-光伏4,45,15,62.5,62.5,62.5,62.5,00:00-10:00、15:00-18:00、22:00-24:00,60.72,622.5,683.22,271.40000000000003,20.480000000000004,291.88,468.0122,76.6722,47.46320405646158,31.499048622698396,26.268397971769218,否,是,否,1,部分达标,40710.00000000001,2457.6000000000004,221357.96727999998,28974.424380000004,30000.0,45000.0,45.0,3287.671232876712,313883.8141328767,6975.195869619482,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,3,4
风电3-光伏4,36,12,50.0,50.0,50.0,50.0,00:00-08:00、15:00-18:00、23:00-24:00,60.72,498.0,558.72,271.40000000000003,20.480000000000004,291.88,362.8224,95.98240000000001,34.23160202823079,35.061855670103085,32.884198985884616,否,是,否,1,部分达标,40710.00000000001,2457.6000000000004,157465.68276,36271.748960000004,24000.0,36000.0,36.0,3287.671232876712,227685.20503287672,6324.58902869102,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,3,4
风电4-光伏1,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,367.484,509.44000000000005,876.924,353.50199999999995,173.706,60.38288380749071,66.54724051782877,19.808558096254636,是,是,是,3,全部达标,55122.6,61132.8,181417.72280000005,65643.49740000001,48000.0,72000.0,72.0,3287.671232876712,355389.29663287674,4935.962453234399,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,4,1
风电4-光伏1,63,21,87.5,87.5,87.5,87.5,00:00-19:00、22:00-24:00,60.72,871.5,932.22,367.484,509.44000000000005,876.924,246.832,191.536,56.31639685993313,73.52212996932053,21.841801570033436,否,是,否,1,部分达标,55122.6,61132.8,103218.9838,72381.4544,42000.0,63000.0,63.0,3287.671232876712,255443.60063287674,4054.66032750598,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,1
风电4-光伏1,54,18,75.0,75.0,75.0,75.0,00:00-17:00、23:00-24:00,60.72,747.0,807.7199999999999,367.484,509.44000000000005,876.924,188.95420000000001,258.15819999999997,41.12187601206033,76.60647253998911,29.43906199396983,否,是,否,1,部分达标,55122.6,61132.8,64697.918079999996,97557.98378,36000.0,54000.0,54.0,3287.671232876712,176737.0055328767,3272.9075098680873,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,1
风电4-光伏1,45,15,62.5,62.5,62.5,62.5,00:00-07:00、10:00-17:00、23:00-24:00,60.72,622.5,683.22,367.484,509.44000000000005,876.924,188.95420000000001,382.65819999999997,12.727169059120294,72.34357893504288,43.63641547043986,否,是,否,1,部分达标,55122.6,61132.8,64697.918079999996,144606.53378,30000.0,45000.0,45.0,3287.671232876712,114679.45553287672,2548.4323451750383,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,1
风电4-光伏1,36,12,50.0,50.0,50.0,50.0,00:00-07:00、13:00-17:00、23:00-24:00,60.72,498.0,558.72,367.484,509.44000000000005,876.924,188.95420000000001,507.15819999999997,-15.667537893819755,66.180877720504,57.83376894690988,否,是,否,1,部分达标,55122.6,61132.8,64697.918079999996,191655.08378000002,24000.0,36000.0,36.0,3287.671232876712,52621.90553287669,1461.7195981354637,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,1
风电4-光伏2,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,367.484,250.88,618.364,448.09619999999995,9.740200000000009,96.84968723923124,57.59555984555986,1.5751563803843702,是,是,是,3,全部达标,55122.6,30105.6,240285.61888000002,3680.8215800000035,48000.0,72000.0,72.0,3287.671232876712,445192.66853287676,6183.231507401066,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,4,2
风电4-光伏2,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,367.484,250.88,618.364,353.7584,39.90240000000001,87.09420341417028,62.05204779987557,6.4528982929148535,是,是,是,3,全部达标,55122.6,30105.6,164588.96816000002,15079.116960000005,42000.0,63000.0,63.0,3287.671232876712,343088.7224328767,5445.852737029789,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,2
风电4-光伏2,54,18,75.0,75.0,75.0,75.0,00:00-10:00、11:00-18:00、23:00-24:00,60.72,747.0,807.72,367.484,250.88,618.364,267.272,77.916,74.79930914477558,66.91031545585105,12.600345427612215,是,是,是,3,全部达标,55122.6,30105.6,109782.60980000002,29444.456400000003,36000.0,54000.0,54.0,3287.671232876712,258908.02463287674,4794.593048756977,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,2
风电4-光伏2,45,15,62.5,62.5,62.5,62.5,00:00-07:00、08:00-10:00、12:00-17:00、23:00-24:00,60.72,622.5,683.2199999999999,367.484,250.88,618.364,227.14600000000002,162.29000000000002,47.50988091156662,66.75360791545916,26.245059544216677,否,是,否,1,部分达标,55122.6,30105.6,84164.4174,61329.39100000001,30000.0,45000.0,45.0,3287.671232876712,186395.8976328767,4142.131058508371,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,2
风电4-光伏2,36,12,50.0,50.0,50.0,50.0,00:00-07:00、12:00-16:00、23:00-24:00,60.72,498.0,558.72,367.484,250.88,618.364,203.0342,262.6782,15.040914412870093,63.660831901489125,42.47954279356495,否,是,否,1,部分达标,55122.6,30105.6,69518.91008,99266.09178000002,24000.0,36000.0,36.0,3287.671232876712,118804.68953287671,3300.130264802131,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,2
风电4-光伏3,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,367.484,85.12,452.60400000000004,604.116,0.0,99.99999999999994,42.831024301612544,0.0,是,是,是,3,全部达标,55122.6,10214.400000000001,353873.3674,0.0,48000.0,72000.0,72.0,3287.671232876712,542570.0386328767,7535.694981012177,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,4,3
风电4-光伏3,63,21,87.5,87.5,87.5,87.5,00:00-10:00、11:00-19:00、21:00-24:00,60.72,871.5,932.22,367.484,85.12,452.60400000000004,506.416,26.799999999999997,88.15741796360616,45.676342494261014,5.921291018196921,是,是,是,3,全部达标,55122.6,10214.400000000001,275478.88739999995,10127.72,42000.0,63000.0,63.0,3287.671232876712,439038.8386328767,6968.870454490107,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,3
风电4-光伏3,54,18,75.0,75.0,75.0,75.0,00:00-10:00、12:00-18:00、22:00-24:00,60.72,747.0,807.72,367.484,85.12,452.60400000000004,414.7718,59.6558,73.63885427437673,48.64906155598475,13.18057286281164,是,是,是,3,全部达标,55122.6,10214.400000000001,209336.85032,22543.92682,36000.0,54000.0,54.0,3287.671232876712,345471.5947328767,6397.622124682902,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,3
风电4-光伏3,45,15,62.5,62.5,62.5,62.5,00:00-10:00、14:00-18:00、23:00-24:00,60.72,622.5,683.22,367.484,85.12,452.60400000000004,338.8422,108.2262,52.17620701540419,50.40511109159568,23.911896492297902,否,是,否,1,部分达标,55122.6,10214.400000000001,155607.99928,40898.680980000005,30000.0,45000.0,45.0,3287.671232876712,258378.9895328767,5741.755322952816,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,3
风电4-光伏3,36,12,50.0,50.0,50.0,50.0,00:00-10:00、15:00-16:00、23:00-24:00,60.72,498.0,558.72,367.484,85.12,452.60400000000004,272.58639999999997,166.47039999999998,26.438829528682923,51.21234249713632,36.780585235658535,否,是,否,1,部分达标,55122.6,10214.400000000001,111764.91636,62909.16416,24000.0,36000.0,36.0,3287.671232876712,177516.4234328767,4931.011762024353,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,3
风电4-光伏4,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,367.484,20.480000000000004,387.964,668.7560000000001,0.0,99.99999999999993,36.71398289045349,0.0,是,是,是,3,全部达标,55122.6,2457.6000000000004,401122.9034,0.0,48000.0,72000.0,72.0,3287.671232876712,582062.7746328767,8084.205203234399,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,4,4
风电4-光伏4,63,21,87.5,87.5,87.5,87.5,00:00-10:00、12:00-20:00、21:00-24:00,60.72,871.5,932.22,367.484,20.480000000000004,387.964,561.1118,16.8558,91.3106370694188,39.809079401857936,4.344681465290594,是,是,是,3,全部达标,55122.6,2457.6000000000004,314749.19732000004,6369.80682,42000.0,63000.0,63.0,3287.671232876712,474310.26173287677,7528.734313220266,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,4
风电4-光伏4,54,18,75.0,75.0,75.0,75.0,00:00-10:00、13:00-18:00、21:00-24:00,60.72,747.0,807.72,367.484,20.480000000000004,387.964,469.30219999999997,49.5462,74.45835180583768,41.89791016688951,12.77082409708117,是,是,是,3,全部达标,55122.6,2457.6000000000004,241081.17428,18723.508980000002,36000.0,54000.0,54.0,3287.671232876712,373279.5365328767,6912.584009868087,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,4
风电4-光伏4,45,15,62.5,62.5,62.5,62.5,00:00-10:00、15:00-18:00、22:00-24:00,60.72,622.5,683.22,367.484,20.480000000000004,387.964,380.97220000000004,85.7162,55.812291862131545,44.23872251983255,22.09385406893423,否,是,否,1,部分达标,55122.6,2457.6000000000004,177598.45128,32392.151980000002,30000.0,45000.0,45.0,3287.671232876712,281119.17053287674,6247.092678508372,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,4
风电4-光伏4,36,12,50.0,50.0,50.0,50.0,00:00-10:00、15:00-16:00、23:00-24:00,60.72,498.0,558.72,367.484,20.480000000000004,387.964,287.94640000000004,117.1904,39.58697198709158,48.46320160366552,30.206514006454206,否,是,否,1,部分达标,55122.6,2457.6000000000004,121094.58036,44286.252160000004,24000.0,36000.0,36.0,3287.671232876712,197712.19943287672,5492.005539802131,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,4,4
风电5-光伏1,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,309.98,509.44000000000005,819.4200000000001,395.9442,158.64419999999998,61.27890459105218,62.53083125141951,19.360547704473895,是,是,是,3,全部达标,46497.0,61132.8,201792.07508,59951.64318,48000.0,72000.0,72.0,3287.671232876712,372829.90313287673,5178.193099067732,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,5,1
风电5-光伏1,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,309.98,509.44000000000005,819.4200000000001,305.3064,192.50639999999999,53.0139855019404,67.24953337195083,23.493007249029798,否,是,否,1,部分达标,46497.0,61132.8,129064.30436000002,72748.16856,42000.0,63000.0,63.0,3287.671232876712,272296.60703287675,4322.168365601218,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,1
风电5-光伏1,54,18,75.0,75.0,75.0,75.0,00:00-17:00、23:00-24:00,60.72,747.0,807.7199999999999,309.98,509.44000000000005,819.4200000000001,222.3924,234.0924,42.86387932928167,72.46664685782204,28.568060335359153,否,是,否,1,部分达标,46497.0,61132.8,78702.34075999999,88463.51796000001,36000.0,54000.0,54.0,3287.671232876712,191210.29403287667,3540.9313709791977,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,1
风电5-光伏1,45,15,62.5,62.5,62.5,62.5,00:00-07:00、10:00-17:00、23:00-24:00,60.72,622.5,683.22,309.98,509.44000000000005,819.4200000000001,212.7502,348.9502,14.829952893510045,68.8606598167501,42.58502355324497,否,是,否,1,部分达标,46497.0,61132.8,72845.66848000001,131868.28058000002,30000.0,45000.0,45.0,3287.671232876712,126939.8591328767,2820.885758508371,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,1
风电5-光伏1,36,12,50.0,50.0,50.0,50.0,00:00-07:00、13:00-17:00、23:00-24:00,60.72,498.0,558.72,309.98,509.44000000000005,819.4200000000001,212.7502,473.4502,-15.55739425447267,61.92185710194732,57.778697127236335,否,是,否,1,部分达标,46497.0,61132.8,72845.66848000001,178916.83058,24000.0,36000.0,36.0,3287.671232876712,64882.30913287671,1802.286364802131,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,1
风电5-光伏2,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,309.98,250.88,560.8599999999999,505.7104,9.850400000000008,96.48739435866347,52.14338708456355,1.756302820668261,是,是,是,3,全部达标,46497.0,30105.6,268215.21396,3722.466160000003,48000.0,72000.0,72.0,3287.671232876712,464455.01903287676,6450.7641532344,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,5,2
风电5-光伏2,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,309.98,250.88,560.8599999999999,406.75260000000003,35.39260000000001,87.3791677067361,56.36731672781102,6.310416146631962,是,是,是,3,全部达标,46497.0,30105.6,188811.47524,13374.863540000004,42000.0,63000.0,63.0,3287.671232876712,360389.88293287676,5720.474332267885,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,2
风电5-光伏2,54,18,75.0,75.0,75.0,75.0,00:00-07:00、08:00-18:00、23:00-24:00,60.72,747.0,807.72,309.98,250.88,560.8599999999999,303.7442,56.88420000000001,79.71536568840712,62.3948645570247,10.142317155796459,是,是,是,3,全部达标,46497.0,30105.6,126244.17308,21496.539180000003,36000.0,54000.0,54.0,3287.671232876712,274691.9051328767,5086.887132090309,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,2
风电5-光伏2,45,15,62.5,62.5,62.5,62.5,00:00-07:00、09:00-15:00、16:00-17:00、23:00-24:00,60.72,622.5,683.22,309.98,250.88,560.8599999999999,253.6064,131.24640000000002,53.19815996861963,62.88071192295306,23.4009200156902,否,是,否,1,部分达标,46497.0,30105.6,95790.47335999999,49598.01456000001,30000.0,45000.0,45.0,3287.671232876712,201127.7300328767,4469.505111841704,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,2
风电5-光伏2,36,12,50.0,50.0,50.0,50.0,00:00-07:00、09:00-10:00、11:00-14:00、23:00-24:00,60.72,498.0,558.72,309.98,250.88,560.8599999999999,233.68220000000002,235.8222,15.906928645294727,58.17543671248566,42.04653567735265,否,是,否,1,部分达标,46497.0,30105.6,81828.56528,89117.20938000001,24000.0,36000.0,36.0,3287.671232876712,132637.62713287672,3684.3785314687975,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,2
风电5-光伏3,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,309.98,85.12,395.1,661.6200000000001,0.0,99.99999999999991,37.38928003633887,0.0,是,是,是,3,全部达标,46497.0,10214.400000000001,381336.277,0.0,48000.0,72000.0,72.0,3287.671232876712,561407.3482328767,7797.324281012177,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,5,3
风电5-光伏3,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,309.98,85.12,395.1,560.7422,23.6222,88.0424196405973,39.848726695415245,5.978790179701341,是,是,是,3,全部达标,46497.0,10214.400000000001,300391.93028,8926.829380000001,42000.0,63000.0,63.0,3287.671232876712,456527.1721328767,7246.463049728201,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,3
风电5-光伏3,54,18,75.0,75.0,75.0,75.0,00:00-10:00、11:00-14:00、15:00-18:00、21:00-22:00、23:00-24:00,60.72,747.0,807.72,309.98,85.12,395.1,476.588,63.967999999999996,67.61933687674008,40.9958896647353,16.190331561629964,是,是,是,3,全部达标,46497.0,10214.400000000001,240053.5202,24173.5072,36000.0,54000.0,54.0,3287.671232876712,365933.0842328767,6776.538596905124,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,3
风电5-光伏3,45,15,62.5,62.5,62.5,62.5,00:00-07:00、08:00-10:00、12:00-14:00、15:00-18:00、23:00-24:00,60.72,622.5,683.22,309.98,85.12,395.1,388.96360000000004,100.8436,48.95287269045809,43.06905535552239,25.523563654770943,否,是,否,1,部分达标,46497.0,10214.400000000001,183017.81963999997,38108.79644,30000.0,45000.0,45.0,3287.671232876712,279953.0944328767,6221.179876286148,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,3
风电5-光伏3,36,12,50.0,50.0,50.0,50.0,00:00-07:00、08:00-10:00、15:00-17:00、23:00-24:00,60.72,498.0,558.7199999999999,309.98,85.12,395.1,320.6582,157.03820000000002,20.507112123513004,42.60842640320734,39.74644393824349,否,是,否,1,部分达标,46497.0,10214.400000000001,134657.78768,59344.73578000001,24000.0,36000.0,36.0,3287.671232876712,195348.1231328767,5426.336753691019,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,3
风电5-光伏4,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,309.98,20.480000000000004,330.4599999999999,726.26,0.0,99.99999999999997,31.2722386251798,0.0,是,是,是,3,全部达标,46497.0,2457.6000000000004,428585.813,0.0,48000.0,72000.0,72.0,3287.671232876712,600900.0842328767,8345.834503234399,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,5,4
风电5-光伏4,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,309.98,20.480000000000004,330.4599999999999,624.1022,22.3422,86.47812140652424,33.05204779987555,6.760939296737882,是,是,是,3,全部达标,46497.0,2457.6000000000004,346614.39428,8443.11738,42000.0,63000.0,63.0,3287.671232876712,495476.5481328767,7864.707113220265,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,4
风电5-光伏4,54,18,75.0,75.0,75.0,75.0,00:00-10:00、12:00-14:00、15:00-18:00、21:00-24:00,60.72,747.0,807.72,309.98,20.480000000000004,330.4599999999999,532.932,55.672000000000004,66.30636083035769,34.020205021542104,16.846819584821162,是,是,是,3,全部达标,46497.0,2457.6000000000004,273459.42579999997,21038.448800000002,36000.0,54000.0,54.0,3287.671232876712,394717.24823287665,7309.578670979197,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,4
风电5-光伏4,45,15,62.5,62.5,62.5,62.5,00:00-10:00、15:00-18:00、21:00-22:00、23:00-24:00,60.72,622.5,683.22,309.98,20.480000000000004,330.4599999999999,445.4784,92.7184,43.8852508624342,34.797224905594085,28.057374568782915,否,是,否,1,部分达标,46497.0,2457.6000000000004,210473.57716,35038.28336,30000.0,45000.0,45.0,3287.671232876712,302722.5650328767,6727.168111841704,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,4
风电5-光伏4,36,12,50.0,50.0,50.0,50.0,00:00-07:00、08:00-10:00、16:00-17:00、21:00-22:00、23:00-24:00,60.72,498.0,558.7199999999999,309.98,20.480000000000004,330.4599999999999,338.4842,110.2242,33.290443624039206,39.417919530355086,33.3547781879804,否,是,否,1,部分达标,46497.0,2457.6000000000004,145485.30008000002,41653.72518,24000.0,36000.0,36.0,3287.671232876712,216109.84613287673,6003.051281468798,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,5,4
风电6-光伏1,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,206.32,509.44000000000005,715.76,431.7862,90.8262,74.62104616072423,59.139015065485665,12.689476919637869,是,是,是,3,全部达标,30948.0,61132.8,215826.12587999998,34323.220980000006,48000.0,72000.0,72.0,3287.671232876712,396943.3761328767,5513.102446289955,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,6,1
风电6-光伏1,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,206.32,509.44000000000005,715.76,339.4604,123.0004,65.63082597518721,63.585805925639875,17.184587012406393,是,是,是,3,全部达标,30948.0,61132.8,141743.90396,46481.851160000006,42000.0,63000.0,63.0,3287.671232876712,295693.5240328767,4693.548000521852,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,1
风电6-光伏1,54,18,75.0,75.0,75.0,75.0,00:00-17:00、23:00-24:00,60.72,747.0,807.7199999999999,206.32,509.44000000000005,715.76,257.4304,165.47039999999998,53.76371968257514,68.1287574902194,23.118140158712418,否,是,否,1,部分达标,30948.0,61132.8,91918.88196,62531.26416,36000.0,54000.0,54.0,3287.671232876712,214810.08903287674,3977.9646117199395,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,1
风电6-光伏1,45,15,62.5,62.5,62.5,62.5,00:00-07:00、09:00-16:00、23:00-24:00,60.72,622.5,683.22,206.32,509.44000000000005,715.76,243.1862,275.7262,22.955683469319325,64.40587219343695,38.52215826534034,否,是,否,1,部分达标,30948.0,61132.8,83266.95487999999,104196.93098,30000.0,45000.0,45.0,3287.671232876712,149483.4951328767,3321.85544739726,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,1
风电6-光伏1,36,12,50.0,50.0,50.0,50.0,00:00-07:00、12:00-16:00、23:00-24:00,60.72,498.0,558.72,206.32,509.44000000000005,715.76,243.1862,400.22620000000006,-11.832513691740255,56.474405784650614,55.91625684587014,否,是,否,1,部分达标,30948.0,61132.8,83266.95487999999,151245.48098000005,24000.0,36000.0,36.0,3287.671232876712,87425.94513287666,2428.4984759132403,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),2.1406635393889256e-16,1,6,1
风电6-光伏2,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,206.32,250.88,457.20000000000005,599.52,0.0,99.99999999999996,43.265955030660926,0.0,是,是,是,3,全部达标,30948.0,30105.6,322227.237,0.0,48000.0,72000.0,72.0,3287.671232876712,506640.5082328767,7036.6737254566215,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,6,2
风电6-光伏2,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,206.32,250.88,457.20000000000005,498.8742,23.854200000000002,89.56509186351707,46.485357533629404,5.21745406824147,是,是,是,3,全部达标,30948.0,30105.6,241469.04708,9014.502180000001,42000.0,63000.0,63.0,3287.671232876712,401858.8161328767,6378.711367188519,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,2
风电6-光伏2,54,18,75.0,75.0,75.0,75.0,00:00-07:00、08:00-18:00、23:00-24:00,60.72,747.0,807.72,206.32,250.88,457.20000000000005,397.4258,46.9058,79.48127734033245,50.7965879265092,10.25936132983377,是,是,是,3,全部达标,30948.0,30105.6,179849.28892,17725.701820000002,36000.0,54000.0,54.0,3287.671232876712,316518.8583328767,5861.460339497717,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,2
风电6-光伏2,45,15,62.5,62.5,62.5,62.5,00:00-07:00、09:00-10:00、11:00-17:00、23:00-24:00,60.72,622.5,683.22,206.32,250.88,457.20000000000005,331.216,105.196,53.982502187226586,51.52132548812974,23.0087489063867,否,是,否,1,部分达标,30948.0,30105.6,136782.51739999998,39753.568400000004,30000.0,45000.0,45.0,3287.671232876712,236415.22023287672,5253.671560730594,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,2
风电6-光伏2,36,12,50.0,50.0,50.0,50.0,00:00-07:00、12:00-16:00、23:00-24:00,60.72,498.0,558.72,206.32,250.88,457.20000000000005,283.01,181.49,20.60804899387577,49.34672107674685,39.695975503062115,否,是,否,1,部分达标,30948.0,30105.6,105946.093,68585.07100000001,24000.0,36000.0,36.0,3287.671232876712,161738.2932328767,4492.7303675799085,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,2
