运行模式,场景,风电场景,光伏场景,时段序号(h),时段,常规负荷功率(MW),风电功率(MW),光伏功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),常规负荷失供功率(MW),弃电功率(MW),储能充电功率(MW),储能放电功率(MW),储能电量(MWh),储能SOC(%),购电功率(MW),售电功率(MW)
离网配置储能,风电2-光伏2,2,2,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999992,0.3072999999999999,0.0,0.0,0.0,0.0,0.06304385284073927,10.010850063072006,0.0,0.0
离网配置储能,风电2-光伏2,2,2,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923063,0.25537692307692306,0.0,0.0,0.0,0.0,0.06303859414500085,10.010015025043833,0.0,0.0
离网配置储能,风电2-光伏2,2,2,8,7:00-8:00,3.3701999999999996,7.640000000000001,3.2,0.0,7.1825,0.2873,0.0,0.0,0.0,0.0,0.06303333588790759,10.009180056668933,0.0,0.0
离网配置储能,风电2-光伏2,2,2,9,8:00-9:00,4.0098,4.748,10.88,0.0,11.171346153846141,0.4468538461538461,0.0,0.0,0.0,0.0,0.0630280780694229,10.008345157941504,0.0,0.0
离网配置储能,风电2-光伏2,2,2,10,9:00-10:00,4.199999999999999,4.859999999999999,17.92,0.0,17.865384615384578,0.7146153846153845,0.0,0.0,0.0,0.0,0.06302282068951019,10.007510328855728,0.0,0.0
离网配置储能,风电2-光伏2,2,2,11,10:00-11:00,4.1202,5.335999999999999,24.96,5.194009661835731,20.000000000000014,0.9817903381642512,0.0,0.0,0.0,0.0,0.06301756374813289,10.006675569405804,0.0,0.0
离网配置储能,风电2-光伏2,2,2,12,11:00-12:00,3.9000000000000004,4.292,31.36,10.581642512077313,19.999999999999986,1.1703574879227054,0.0,0.0,0.0,0.0,0.0630123072452544,10.005840879585916,0.0,0.0
离网配置储能,风电2-光伏2,2,2,13,12:00-13:00,3.2598000000000003,4.168,35.84,15.408888888888912,19.999999999999986,1.3393111111111113,0.0,0.0,0.0,0.0,0.06300705118083817,10.005006259390262,0.0,0.0
离网配置储能,风电2-光伏2,2,2,14,13:00-14:00,2.6898,6.787999999999999,37.12,19.727729468599048,19.999999999999986,1.490470531400966,0.0,0.0,0.0,0.0,0.06300179555484761,10.00417170881303,0.0,0.0
离网配置储能,风电2-光伏2,2,2,15,14:00-15:00,3.63,8.364,32.0,15.39516908212562,19.999999999999986,1.3388309178743962,0.0,0.0,0.0,0.0,0.06299654036724615,10.003337227848418,0.0,0.0
离网配置储能,风电2-光伏2,2,2,16,15:00-16:00,3.8202000000000003,8.404,25.6,9.066473429951714,19.999999999999982,1.1173265700483093,0.0,0.0,0.0,0.0,0.06299128561799722,10.002502816490612,0.0,0.0
离网配置储能,风电2-光伏2,2,2,17,16:00-17:00,3.75,5.896,19.2,2.0000586784044287,18.53455698831867,0.8113843332769017,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电2-光伏2,2,2,18,17:00-18:00,3.1398,6.6080000000000005,9.6,0.0,12.565576923076922,0.5026230769230768,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电2-光伏2,2,2,19,18:00-19:00,2.61,6.252,3.2,0.0,6.578846153846155,0.2631538461538462,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏2,2,2,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,1.87732238,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电2-光伏2,2,2,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.22305724662537937,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏2,2,2,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.0,0.17667719330957576,0.0,0.3148771933095756,0.2168688909124097,34.437012530838125,0.0,0.0
离网配置储能,风电2-光伏2,2,2,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.24912237999999998,0.31487762,0.0,0.5002406591627981,79.43414002601997,0.0,0.0
离网配置储能,风电2-光伏2,2,2,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.1418213515991025,0.07397864840089735,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏3,2,3,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,4.007640041434719,0.16030560165738875,1e-07,0.0,0.0,0.2257455430921074,0.3159040578207077,50.162989961101026,0.0,0.0
离网配置储能,风电2-光伏3,2,3,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.334357243931942,0.2933742897572777,0.0,0.0,0.0,0.2275315336892201,0.0630648920108764,10.014190911833682,0.0,0.0
离网配置储能,风电2-光伏3,2,3,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,0.0,0.0,0.0,0.06305963156019138,10.013355595134291,0.0,0.0
离网配置储能,风电2-光伏3,2,3,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,0.0,0.0,0.0,0.06305437154829792,10.01252034811142,0.0,0.0
离网配置储能,风电2-光伏3,2,3,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.3353769230769231,0.0,0.0,0.0,0.0,0.06304911197515942,10.011685170759264,0.0,0.0
离网配置储能,风电2-光伏3,2,3,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.30729999999999996,0.0,0.0,0.0,0.0,0.06304385284073924,10.010850063072002,0.0,0.0
离网配置储能,风电2-光伏3,2,3,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923078,0.2553769230769231,0.0,0.0,0.0,0.0,0.06303859414500082,10.010015025043828,0.0,0.0
离网配置储能,风电2-光伏3,2,3,8,7:00-8:00,3.3701999999999996,7.640000000000001,1.28,0.0,5.336346153846154,0.21345384615384616,0.0,0.0,0.0,0.0,0.06303333588790756,10.00918005666893,0.0,0.0
离网配置储能,风电2-光伏3,2,3,9,8:00-9:00,4.0098,4.748,3.2,0.0,3.7867307692307692,0.15146923076923077,0.0,0.0,0.0,0.0,0.06302807806942287,10.008345157941498,0.0,0.0
离网配置储能,风电2-光伏3,2,3,10,9:00-10:00,4.199999999999999,4.859999999999999,5.12,0.0,5.557692307692308,0.22230769230769235,0.0,0.0,0.0,0.0,0.06302282068951016,10.007510328855725,0.0,0.0
离网配置储能,风电2-光伏3,2,3,11,10:00-11:00,4.1202,5.335999999999999,7.68,0.0,8.553653846153844,0.34214615384615377,0.0,0.0,0.0,0.0,0.06301756374813286,10.006675569405798,0.0,0.0
离网配置储能,风电2-光伏3,2,3,12,11:00-12:00,3.9000000000000004,4.292,11.52,0.0,11.453846153846152,0.45815384615384613,0.0,0.0,0.0,0.0,0.06301230724525438,10.00584087958591,0.0,0.0
离网配置储能,风电2-光伏3,2,3,13,12:00-13:00,3.2598000000000003,4.168,14.08,0.0,14.41173076923077,0.5764692307692308,0.0,0.0,0.0,0.0,0.06300705118083814,10.005006259390258,0.0,0.0
离网配置储能,风电2-光伏3,2,3,14,13:00-14:00,2.6898,6.787999999999999,14.08,0.0,17.479038461538458,0.6991615384615384,0.0,0.0,0.0,0.0,0.06300179555484758,10.004171708813027,0.0,0.0
离网配置储能,风电2-光伏3,2,3,15,14:00-15:00,3.63,8.364,11.52,0.0,15.628846153846155,0.6251538461538462,0.0,0.0,0.0,0.0,0.06299654036724614,10.003337227848416,0.0,0.0
离网配置储能,风电2-光伏3,2,3,16,15:00-16:00,3.8202000000000003,8.404,7.04,0.0,11.176730769230769,0.4470692307692307,0.0,0.0,0.0,0.0,0.0629912856179972,10.00250281649061,0.0,0.0
离网配置储能,风电2-光伏3,2,3,17,16:00-17:00,3.75,5.896,5.12,0.0,6.986538461538461,0.2794615384615385,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电2-光伏3,2,3,18,17:00-18:00,3.1398,6.6080000000000005,3.2,0.0,6.411730769230769,0.2564692307692308,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电2-光伏3,2,3,19,18:00-19:00,2.61,6.252,1.28,0.0,4.732692307692308,0.18930769230769234,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏3,2,3,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,1.87732238,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电2-光伏3,2,3,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.22305724662537935,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏3,2,3,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.0,0.17667719330957676,0.0,0.31487719330957664,0.21686889091240852,34.43701253083793,0.0,0.0
离网配置储能,风电2-光伏3,2,3,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.24912238000000003,0.31487762,0.0,0.500240659162797,79.43414002601979,0.0,0.0
离网配置储能,风电2-光伏3,2,3,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.141821351599101,0.07397864840089863,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,3.953155670067258,0.1581262268026903,1e-07,0.0,0.0,0.16908179686994826,0.37886377584532893,60.16048010101971,0.0,0.0
离网配置储能,风电2-光伏4,2,4,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.388887125142708,0.29555548500570833,0.0,0.0,0.0,0.2842426101484154,0.06300705118083814,10.005006259390258,0.0,0.0
离网配置储能,风电2-光伏4,2,4,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,0.0,0.0,0.0,0.06300179555484758,10.004171708813027,0.0,0.0
离网配置储能,风电2-光伏4,2,4,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,0.0,0.0,0.0,0.06299654036724614,10.003337227848416,0.0,0.0
离网配置储能,风电2-光伏4,2,4,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.3353769230769231,0.0,0.0,0.0,0.0,0.0629912856179972,10.00250281649061,0.0,0.0
离网配置储能,风电2-光伏4,2,4,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.30729999999999996,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电2-光伏4,2,4,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923078,0.2553769230769231,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电2-光伏4,2,4,8,7:00-8:00,3.3701999999999996,7.640000000000001,0.0,0.0,4.105576923076924,0.16422307692307697,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,9,8:00-9:00,4.0098,4.748,0.0,0.0,0.0,0.0,0.0,0.42332237999999994,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电2-光伏4,2,4,10,9:00-10:00,4.199999999999999,4.859999999999999,0.0,0.0,0.0,0.0,0.0,0.4150572466253791,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,11,10:00-11:00,4.1202,5.335999999999999,0.0,0.0,0.0,0.0,0.0,1.4707870465213806,0.0,0.25498704652138093,0.2834134984548482,45.00375391157495,0.0,0.0
离网配置储能,风电2-光伏4,2,4,12,11:00-12:00,3.9000000000000004,4.292,1.28,0.0,0.0,0.0,0.0,1.3571223799999996,0.31487762,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,13,12:00-13:00,3.2598000000000003,4.168,5.12,0.0,6.099113096153846,0.24396452384615383,0.0,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电2-光伏4,2,4,14,13:00-14:00,2.6898,6.787999999999999,7.68,0.0,11.458344102130122,0.4583337640852049,0.0,0.0,0.0,0.13847786621532768,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电2-光伏4,2,4,15,14:00-15:00,3.63,8.364,5.12,0.0,9.475000000000003,0.3790000000000001,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电2-光伏4,2,4,16,15:00-16:00,3.8202000000000003,8.404,1.28,0.0,5.638269230769231,0.2255307692307692,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,17,16:00-17:00,3.75,5.896,0.0,0.0,0.0,0.0,0.0,1.8311223799999998,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电2-光伏4,2,4,18,17:00-18:00,3.1398,6.6080000000000005,0.0,0.0,0.0,0.0,0.0,3.2232572466253795,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏4,2,4,19,18:00-19:00,2.61,6.252,0.0,0.0,3.804690019230769,0.15218760076923077,0.0,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电2-光伏4,2,4,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,1.87732238,0.31487762,0.0,0.5002401851018728,79.43406474900833,0.0,0.0
离网配置储能,风电2-光伏4,2,4,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.5465915988350551,0.0,0.07859159883505473,0.4128744597121937,65.56109953323988,0.0,0.0
离网配置储能,风电2-光伏4,2,4,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.0,0.17667762000000015,0.0,0.31487762,0.06297599826927092,10.000075310095223,0.0,0.0
离网配置储能,风电2-光伏4,2,4,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.24912238000000003,0.31487762,0.0,0.3463606032335062,54.999241170824746,0.0,0.0
离网配置储能,风电2-光伏4,2,4,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,1.9708577735033268,0.24494222649667297,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电3-光伏1,3,1,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038557692308,0.4051615423076923,1e-07,0.0,0.0,0.0,0.06301230724525438,10.00584087958591,0.0,0.0
离网配置储能,风电3-光伏1,3,1,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230769,0.47246923076923075,0.0,0.0,0.0,0.0,0.06300705118083814,10.005006259390258,0.0,0.0
离网配置储能,风电3-光伏1,3,1,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692308,0.5180076923076924,0.0,0.0,0.0,0.0,0.06300179555484758,10.004171708813027,0.0,0.0
离网配置储能,风电3-光伏1,3,1,4,3:00-4:00,0.99,15.72,0.0,0.0,14.163461538461538,0.5665384615384615,0.0,0.0,0.0,0.0,0.06299654036724614,10.003337227848416,0.0,0.0
离网配置储能,风电3-光伏1,3,1,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384613,0.5349153846153846,0.0,0.0,0.0,0.0,0.0629912856179972,10.00250281649061,0.0,0.0
离网配置储能,风电3-光伏1,3,1,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.390192307692306,0.45560769230769227,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电3-光伏1,3,1,7,6:00-7:00,2.5002,13.832,14.08,4.455845410628019,20.0,0.9559545893719807,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电3-光伏1,3,1,8,7:00-8:00,3.3701999999999996,12.76,25.6,13.709951690821258,20.0,1.2798483091787443,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电3-光伏1,3,1,9,8:00-9:00,4.0098,10.712,37.12,20.0,20.0,1.5,0.0,2.007322379999998,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电3-光伏1,3,1,10,9:00-10:00,4.199999999999999,11.916,46.08,20.0,20.0,1.5,0.0,12.051057246625371,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电3-光伏1,3,1,11,10:00-11:00,4.1202,8.804,52.48,20.0,20.0,1.5,0.0,15.978677083190947,0.0,0.3148770831909449,0.2168690132664438,34.43703195966163,0.0,0.0
离网配置储能,风电3-光伏1,3,1,12,11:00-12:00,3.9000000000000004,9.3,55.04,20.0,20.0,1.5,0.0,18.625122380000008,0.31487762,0.0,0.5002407815066263,79.43415945322286,0.0,0.0
离网配置储能,风电3-光伏1,3,1,13,12:00-13:00,3.2598000000000003,9.012,56.32,20.0,20.0,1.5,0.0,20.887077619999992,0.0,0.31487762,0.15033503255059316,23.871978032384956,0.0,0.0
离网配置储能,风电3-光伏1,3,1,14,13:00-14:00,2.6898,10.704,56.32,20.0,20.0,1.5,0.0,22.51932238,0.31487762,0.0,0.4337123506095936,68.86998679194691,0.0,0.0
离网配置储能,风电3-光伏1,3,1,15,14:00-15:00,3.63,10.604,52.48,20.0,20.0,1.5,0.0,18.26887761999999,0.0,0.31487762,0.08381215100944978,13.308686563600451,0.0,0.0
离网配置储能,风电3-光伏1,3,1,16,15:00-16:00,3.8202000000000003,14.552,44.8,20.0,20.0,1.5,0.0,13.71692238,0.31487762,0.0,0.3671950179614494,58.30757644215066,0.0,0.0
离网配置储能,风电3-光伏1,3,1,17,16:00-17:00,3.75,13.724,33.28,20.0,20.0,1.5,0.0,1.5322051922374182,0.22179480776258664,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电3-光伏1,3,1,18,17:00-18:00,3.1398,12.347999999999999,24.32,12.50277778142292,20.0,1.2375972223498022,0.0,0.0,0.0,0.21217500377272286,0.3309824348422461,52.557313352763224,0.0,0.0
离网配置储能,风电3-光伏1,3,1,19,18:00-19:00,2.61,12.152000000000001,11.52,0.0,20.0,0.8,0.0,0.0,0.2620000000000011,0.0,0.5667548265054916,89.99604775110589,0.0,0.0
离网配置储能,风电3-光伏1,3,1,20,19:00-20:00,2.1198,9.236,0.0,0.0,7.145266942307693,0.2858106776923077,0.0,0.0,0.0,0.31487762,0.2168435293935445,34.43298532832287,0.0,0.0
离网配置储能,风电3-光伏1,3,1,21,20:00-21:00,1.8599999999999999,7.228,0.0,0.0,5.294627783927272,0.21178511135709085,0.0,0.0,0.0,0.1384128952843619,0.06303333588790756,10.00918005666893,0.0,0.0
离网配置储能,风电3-光伏1,3,1,22,21:00-22:00,1.6301999999999999,6.252,0.0,0.0,4.444038461538462,0.17776153846153847,0.0,0.0,0.0,0.0,0.06302807806942287,10.008345157941498,0.0,0.0
离网配置储能,风电3-光伏1,3,1,23,22:00-23:00,1.56,6.452,0.0,0.0,4.703846153846153,0.18815384615384614,0.0,0.0,0.0,0.0,0.06302282068951016,10.007510328855725,0.0,0.0
离网配置储能,风电3-光伏1,3,1,24,23:00-24:00,1.4802,7.972,0.0,0.0,6.242115384615385,0.2496846153846154,0.0,0.0,0.0,0.0,0.06301756374813286,10.006675569405798,0.0,0.0
离网配置储能,风电3-光伏2,3,2,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,0.0,0.0,0.0,0.06303333588790756,10.00918005666893,0.0,0.0
离网配置储能,风电3-光伏2,3,2,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230763,0.47246923076923075,0.0,0.0,0.0,0.0,0.06302807806942287,10.008345157941498,0.0,0.0
离网配置储能,风电3-光伏2,3,2,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692285,0.5180076923076923,0.0,0.0,0.0,0.0,0.06302282068951016,10.007510328855725,0.0,0.0
离网配置储能,风电3-光伏2,3,2,4,3:00-4:00,0.99,15.72,0.0,0.0,14.16346153846153,0.5665384615384615,0.0,0.0,0.0,0.0,0.06301756374813286,10.006675569405798,0.0,0.0
离网配置储能,风电3-光伏2,3,2,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384592,0.5349153846153845,0.0,0.0,0.0,0.0,0.06301230724525438,10.00584087958591,0.0,0.0
离网配置储能,风电3-光伏2,3,2,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.3901923076923,0.4556076923076922,0.0,0.0,0.0,0.0,0.06300705118083814,10.005006259390258,0.0,0.0
离网配置储能,风电3-光伏2,3,2,7,6:00-7:00,2.5002,13.832,0.0,0.0,10.895961538461536,0.43583846153846156,0.0,0.0,0.0,0.0,0.06300179555484758,10.004171708813027,0.0,0.0
离网配置储能,风电3-光伏2,3,2,8,7:00-8:00,3.3701999999999996,12.76,3.2,0.0,12.105576923076914,0.48422307692307687,0.0,0.0,0.0,0.0,0.06299654036724614,10.003337227848416,0.0,0.0
离网配置储能,风电3-光伏2,3,2,9,8:00-9:00,4.0098,10.712,10.88,0.0,16.905961538461526,0.6762384615384615,0.0,0.0,0.0,0.0,0.0629912856179972,10.00250281649061,0.0,0.0
离网配置储能,风电3-光伏2,3,2,10,9:00-10:00,4.199999999999999,11.916,17.92,4.672463768115928,20.000000000000014,0.9635362318840581,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电3-光伏2,3,2,11,10:00-11:00,4.1202,8.804,24.96,8.544734299516895,20.000000000000014,1.099065700483092,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电3-光伏2,3,2,12,11:00-12:00,3.9000000000000004,9.3,31.36,15.42028985507248,19.999999999999986,1.3397101449275362,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电3-光伏2,3,2,13,12:00-13:00,3.2598000000000003,9.012,35.84,20.000000000000018,19.999999999999986,1.5,0.0,0.0,0.09220000000000535,0.0,0.14595027100380042,23.175713631823122,0.0,0.0
离网配置储能,风电3-光伏2,3,2,14,13:00-14:00,2.6898,10.704,37.12,20.0,20.0,1.5,0.0,3.31932238,0.31487762,0.0,0.42932795481022623,68.17378046909562,0.0,0.0
离网配置储能,风电3-光伏2,3,2,15,14:00-15:00,3.63,10.604,32.0,17.559441147470523,19.999999999999986,1.4145804401614677,0.0,0.0,0.0,2.1587631977126875e-05,0.42926815689146947,68.16428504691274,0.0,0.0
离网配置储能,风电3-光伏2,3,2,16,15:00-16:00,3.8202000000000003,14.552,25.6,15.006570048309129,20.00000000000005,1.3252299516908215,0.0,0.0,0.0,0.0,0.4292323502184067,68.15859923903241,0.0,0.0
离网配置储能,风电3-光伏2,3,2,17,16:00-17:00,3.75,13.724,19.2,8.09082125603868,19.999999999999968,1.0831787439613525,0.0,0.0,0.0,0.0,0.42919654653209666,68.15291390542406,0.0,0.0
离网配置储能,风电3-光伏2,3,2,18,17:00-18:00,3.1398,12.347999999999999,9.6,0.0,18.387574634615387,0.7355029853846153,0.0,0.0,0.0,0.31487762,0.0792967236100679,12.591673490492575,0.0,0.0
离网配置储能,风电3-光伏2,3,2,19,18:00-19:00,2.61,12.152000000000001,3.2,0.0,12.265964130267404,0.49063856521069615,0.0,0.0,0.0,0.014602695478100003,0.0630648920108764,10.014190911833682,0.0,0.0
离网配置储能,风电3-光伏2,3,2,20,19:00-20:00,2.1198,9.236,0.0,0.0,6.842500000000001,0.27370000000000005,0.0,0.0,0.0,0.0,0.06305963156019138,10.013355595134291,0.0,0.0
离网配置储能,风电3-光伏2,3,2,21,20:00-21:00,1.8599999999999999,7.228,0.0,0.0,5.161538461538462,0.20646153846153847,0.0,0.0,0.0,0.0,0.06305437154829792,10.01252034811142,0.0,0.0
离网配置储能,风电3-光伏2,3,2,22,21:00-22:00,1.6301999999999999,6.252,0.0,0.0,4.444038461538457,0.17776153846153844,0.0,0.0,0.0,0.0,0.06304911197515942,10.011685170759264,0.0,0.0
离网配置储能,风电3-光伏2,3,2,23,22:00-23:00,1.56,6.452,0.0,0.0,4.703846153846145,0.1881538461538461,0.0,0.0,0.0,0.0,0.06304385284073924,10.010850063072002,0.0,0.0
离网配置储能,风电3-光伏2,3,2,24,23:00-24:00,1.4802,7.972,0.0,0.0,6.242115384615378,0.24968461538461537,0.0,0.0,0.0,0.0,0.06303859414500082,10.010015025043828,0.0,0.0
离网配置储能,风电3-光伏3,3,3,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,0.0,0.0,0.0,0.06303859414500083,10.01001502504383,0.0,0.0
离网配置储能,风电3-光伏3,3,3,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230763,0.47246923076923075,0.0,0.0,0.0,0.0,0.06303333588790759,10.009180056668933,0.0,0.0
离网配置储能,风电3-光伏3,3,3,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692285,0.5180076923076923,0.0,0.0,0.0,0.0,0.0630280780694229,10.008345157941504,0.0,0.0
离网配置储能,风电3-光伏3,3,3,4,3:00-4:00,0.99,15.72,0.0,0.0,14.16346153846153,0.5665384615384615,0.0,0.0,0.0,0.0,0.06302282068951019,10.007510328855728,0.0,0.0
离网配置储能,风电3-光伏3,3,3,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384592,0.5349153846153845,0.0,0.0,0.0,0.0,0.06301756374813289,10.006675569405804,0.0,0.0
离网配置储能,风电3-光伏3,3,3,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.3901923076923,0.4556076923076922,0.0,0.0,0.0,0.0,0.0630123072452544,10.005840879585916,0.0,0.0
离网配置储能,风电3-光伏3,3,3,7,6:00-7:00,2.5002,13.832,0.0,0.0,10.895961538461536,0.43583846153846156,0.0,0.0,0.0,0.0,0.06300705118083819,10.005006259390266,0.0,0.0
离网配置储能,风电3-光伏3,3,3,8,7:00-8:00,3.3701999999999996,12.76,1.28,0.0,10.259423076923074,0.41037692307692303,0.0,0.0,0.0,0.0,0.06300179555484763,10.004171708813033,0.0,0.0
离网配置储能,风电3-光伏3,3,3,9,8:00-9:00,4.0098,10.712,3.2,0.0,9.521346153846139,0.38085384615384604,0.0,0.0,0.0,0.0,0.06299654036724617,10.00333722784842,0.0,0.0
离网配置储能,风电3-光伏3,3,3,10,9:00-10:00,4.199999999999999,11.916,5.12,0.0,12.342307692307685,0.4936923076923077,0.0,0.0,0.0,0.0,0.06299128561799723,10.002502816490614,0.0,0.0
离网配置储能,风电3-光伏3,3,3,11,10:00-11:00,4.1202,8.804,7.68,0.0,11.888269230769213,0.4755307692307692,0.0,0.0,0.0,0.0,0.06298603130706427,10.001668474733815,0.0,0.0
离网配置储能,风电3-光伏3,3,3,12,11:00-12:00,3.9000000000000004,9.3,11.52,0.0,16.269230769230756,0.6507692307692308,0.0,0.0,0.0,0.0,0.06298077743441069,10.000834202572205,0.0,0.0
离网配置储能,风电3-光伏3,3,3,13,12:00-13:00,3.2598000000000003,9.012,14.08,0.0,19.06942307692304,0.7627769230769229,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
