运行模式,场景,风电场景,光伏场景,时段序号(h),时段,常规负荷功率(MW),风电功率(MW),光伏功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),常规负荷失供功率(MW),弃电功率(MW),储能充电功率(MW),储能放电功率(MW),储能电量(MWh),储能SOC(%),购电功率(MW),售电功率(MW)
离网无储能,风电2-光伏2,2,2,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.4680000000000004,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.13819999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.2157999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,3.790576923076923,0.15162307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.115576923076923,0.28462307692307687,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.335376923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.3072999999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923078,0.2553769230769231,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,8,7:00-8:00,3.3701999999999996,7.640000000000001,1.28,0.0,5.336346153846154,0.21345384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,9,8:00-9:00,4.0098,4.748,3.2,0.0,3.7867307692307692,0.15146923076923077,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,10,9:00-10:00,4.199999999999999,4.859999999999999,5.12,0.0,5.557692307692308,0.22230769230769235,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,11,10:00-11:00,4.1202,5.335999999999999,7.68,0.0,8.553653846153844,0.34214615384615377,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,12,11:00-12:00,3.9000000000000004,4.292,11.52,0.0,11.453846153846152,0.4581538461538461,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,13,12:00-13:00,3.2598000000000003,4.168,14.08,0.0,14.41173076923077,0.5764692307692308,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,14,13:00-14:00,2.6898,6.787999999999999,14.08,0.0,17.479038461538458,0.6991615384615383,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,15,14:00-15:00,3.63,8.364,11.52,0.0,15.628846153846155,0.6251538461538462,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,16,15:00-16:00,3.8202000000000003,8.404,7.04,0.0,11.176730769230769,0.4470692307692308,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,17,16:00-17:00,3.75,5.896,5.12,0.0,6.986538461538462,0.27946153846153843,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,18,17:00-18:00,3.1398,6.6080000000000005,3.2,0.0,6.411730769230769,0.2564692307692307,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,19,18:00-19:00,2.61,6.252,1.28,0.0,4.732692307692308,0.18930769230769232,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.4680000000000004,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.13819999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏3,2,3,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.2157999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,3.790576923076923,0.15162307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.115576923076923,0.28462307692307687,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.335376923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.3072999999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923078,0.2553769230769231,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,8,7:00-8:00,3.3701999999999996,7.640000000000001,0.0,0.0,4.105576923076924,0.16422307692307694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,9,8:00-9:00,4.0098,4.748,0.0,0.0,0.0,0.0,0.0,0.7382,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,10,9:00-10:00,4.199999999999999,4.859999999999999,0.0,0.0,0.0,0.0,0.0,0.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,11,10:00-11:00,4.1202,5.335999999999999,0.0,0.0,0.0,0.0,0.0,1.2157999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,12,11:00-12:00,3.9000000000000004,4.292,1.28,0.0,0.0,0.0,0.0,1.6719999999999997,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,13,12:00-13:00,3.2598000000000003,4.168,5.12,0.0,5.796346153846154,0.23185384615384613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,14,13:00-14:00,2.6898,6.787999999999999,7.68,0.0,11.325192307692308,0.4530076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,15,14:00-15:00,3.63,8.364,5.12,0.0,9.475000000000003,0.3790000000000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,16,15:00-16:00,3.8202000000000003,8.404,1.28,0.0,5.638269230769231,0.2255307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,17,16:00-17:00,3.75,5.896,0.0,0.0,0.0,0.0,0.0,2.146,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,18,17:00-18:00,3.1398,6.6080000000000005,0.0,0.0,0.0,0.0,0.0,3.4682000000000004,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,19,18:00-19:00,2.61,6.252,0.0,0.0,0.0,0.0,0.0,3.642,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.4680000000000004,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.13819999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏4,2,4,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.2157999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230769,0.47246923076923075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692308,0.5180076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,4,3:00-4:00,0.99,15.72,0.0,0.0,14.163461538461538,0.5665384615384615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384613,0.5349153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.390192307692306,0.45560769230769227,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,7,6:00-7:00,2.5002,13.832,14.08,4.455845410628001,20.000000000000018,0.9559545893719807,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,8,7:00-8:00,3.3701999999999996,12.76,25.6,13.709951690821242,20.000000000000014,1.279848309178744,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,9,8:00-9:00,4.0098,10.712,37.12,20.0,20.0,1.5,0.0,2.322199999999995,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,10,9:00-10:00,4.199999999999999,11.916,46.08,20.0,20.0,1.5,0.0,12.295999999999992,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,11,10:00-11:00,4.1202,8.804,52.48,20.0,20.0,1.5,0.0,15.663800000000002,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,12,11:00-12:00,3.9000000000000004,9.3,55.04,20.0,20.0,1.5,0.0,18.940000000000005,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,13,12:00-13:00,3.2598000000000003,9.012,56.32,20.0,20.0,1.5,0.0,20.572199999999995,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,14,13:00-14:00,2.6898,10.704,56.32,20.0,20.0,1.5,0.0,22.834199999999996,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,15,14:00-15:00,3.63,10.604,52.48,20.0,20.0,1.5,0.0,17.953999999999994,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,16,15:00-16:00,3.8202000000000003,14.552,44.8,20.0,20.0,1.5,0.0,14.031799999999997,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,17,16:00-17:00,3.75,13.724,33.28,20.0,20.0,1.5,0.0,1.7540000000000049,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,18,17:00-18:00,3.1398,12.347999999999999,24.32,12.297777777777725,20.00000000000005,1.2304222222222223,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,19,18:00-19:00,2.61,12.152000000000001,11.52,2.0000000000000284,18.261538461538436,0.8004615384615384,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,20,19:00-20:00,2.1198,9.236,0.0,0.0,6.842500000000001,0.27370000000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,21,20:00-21:00,1.8599999999999999,7.228,0.0,0.0,5.161538461538462,0.20646153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,22,21:00-22:00,1.6301999999999999,6.252,0.0,0.0,4.444038461538462,0.17776153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,23,22:00-23:00,1.56,6.452,0.0,0.0,4.703846153846153,0.18815384615384612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏1,3,1,24,23:00-24:00,1.4802,7.972,0.0,0.0,6.242115384615385,0.2496846153846154,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230769,0.47246923076923075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692308,0.5180076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,4,3:00-4:00,0.99,15.72,0.0,0.0,14.163461538461538,0.5665384615384615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384613,0.5349153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.390192307692306,0.45560769230769227,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,7,6:00-7:00,2.5002,13.832,0.0,0.0,10.89596153846154,0.4358384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,8,7:00-8:00,3.3701999999999996,12.76,3.2,0.0,12.105576923076923,0.4842230769230769,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,9,8:00-9:00,4.0098,10.712,10.88,0.0,16.90596153846154,0.6762384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,10,9:00-10:00,4.199999999999999,11.916,17.92,4.672463768115961,19.999999999999986,0.963536231884058,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,11,10:00-11:00,4.1202,8.804,24.96,8.544734299516904,20.000000000000007,1.099065700483092,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,12,11:00-12:00,3.9000000000000004,9.3,31.36,15.42028985507244,20.00000000000002,1.3397101449275362,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,13,12:00-13:00,3.2598000000000003,9.012,35.84,20.0,20.0,1.5,0.0,0.09220000000000539,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,14,13:00-14:00,2.6898,10.704,37.12,20.0,20.0,1.5,0.0,3.6342,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,15,14:00-15:00,3.63,10.604,32.0,17.559420289855098,19.99999999999997,1.4145797101449273,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,16,15:00-16:00,3.8202000000000003,14.552,25.6,15.006570048309186,19.999999999999993,1.3252299516908213,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,17,16:00-17:00,3.75,13.724,19.2,8.090821256038652,19.999999999999996,1.0831787439613527,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,18,17:00-18:00,3.1398,12.347999999999999,9.6,0.0,18.08480769230769,0.7233923076923077,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,19,18:00-19:00,2.61,12.152000000000001,3.2,0.0,12.251923076923077,0.4900769230769231,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,20,19:00-20:00,2.1198,9.236,0.0,0.0,6.842500000000001,0.27370000000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,21,20:00-21:00,1.8599999999999999,7.228,0.0,0.0,5.161538461538462,0.20646153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,22,21:00-22:00,1.6301999999999999,6.252,0.0,0.0,4.444038461538462,0.17776153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,23,22:00-23:00,1.56,6.452,0.0,0.0,4.703846153846153,0.18815384615384612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏2,3,2,24,23:00-24:00,1.4802,7.972,0.0,0.0,6.242115384615385,0.2496846153846154,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230769,0.47246923076923075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692308,0.5180076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,4,3:00-4:00,0.99,15.72,0.0,0.0,14.163461538461538,0.5665384615384615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384613,0.5349153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.390192307692306,0.45560769230769227,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,7,6:00-7:00,2.5002,13.832,0.0,0.0,10.89596153846154,0.4358384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,8,7:00-8:00,3.3701999999999996,12.76,1.28,0.0,10.259423076923076,0.41037692307692303,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,9,8:00-9:00,4.0098,10.712,3.2,0.0,9.521346153846153,0.3808538461538461,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,10,9:00-10:00,4.199999999999999,11.916,5.12,0.0,12.342307692307694,0.49369230769230776,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,11,10:00-11:00,4.1202,8.804,7.68,0.0,11.888269230769232,0.4755307692307693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,12,11:00-12:00,3.9000000000000004,9.3,11.52,0.0,16.26923076923077,0.6507692307692308,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,13,12:00-13:00,3.2598000000000003,9.012,14.08,0.0,19.069423076923076,0.762776923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,14,13:00-14:00,2.6898,10.704,14.08,2.0000000000000284,19.254038461538435,0.8401615384615384,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,15,14:00-15:00,3.63,10.604,11.52,0.0,17.782692307692308,0.7113076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,16,15:00-16:00,3.8202000000000003,14.552,7.04,0.0,17.088269230769228,0.6835307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,17,16:00-17:00,3.75,13.724,5.12,0.0,14.51346153846154,0.5805384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,18,17:00-18:00,3.1398,12.347999999999999,3.2,0.0,11.930961538461537,0.4772384615384614,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,19,18:00-19:00,2.61,12.152000000000001,1.28,0.0,10.405769230769232,0.41623076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,20,19:00-20:00,2.1198,9.236,0.0,0.0,6.842500000000001,0.27370000000000005,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,21,20:00-21:00,1.8599999999999999,7.228,0.0,0.0,5.161538461538462,0.20646153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,22,21:00-22:00,1.6301999999999999,6.252,0.0,0.0,4.444038461538462,0.17776153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,23,22:00-23:00,1.56,6.452,0.0,0.0,4.703846153846153,0.18815384615384612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏3,3,3,24,23:00-24:00,1.4802,7.972,0.0,0.0,6.242115384615385,0.2496846153846154,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,1,0:00-1:00,1.3698000000000001,11.904,0.0,0.0,10.129038461538462,0.40516153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,2,1:00-2:00,1.0997999999999999,13.384,0.0,0.0,11.811730769230769,0.47246923076923075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,3,2:00-3:00,0.7998000000000001,14.268,0.0,0.0,12.950192307692308,0.5180076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,4,3:00-4:00,0.99,15.72,0.0,0.0,14.163461538461538,0.5665384615384615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,5,4:00-5:00,1.1802000000000001,15.088,0.0,0.0,13.372884615384613,0.5349153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,6,5:00-6:00,1.6301999999999999,13.475999999999999,0.0,0.0,11.390192307692306,0.45560769230769227,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,7,6:00-7:00,2.5002,13.832,0.0,0.0,10.89596153846154,0.4358384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,8,7:00-8:00,3.3701999999999996,12.76,0.0,0.0,9.028653846153848,0.3611461538461539,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,9,8:00-9:00,4.0098,10.712,0.0,0.0,6.444423076923076,0.25777692307692307,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,10,9:00-10:00,4.199999999999999,11.916,0.0,0.0,7.41923076923077,0.29676923076923084,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,11,10:00-11:00,4.1202,8.804,0.0,0.0,4.5036538461538465,0.18014615384615384,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,12,11:00-12:00,3.9000000000000004,9.3,1.28,0.0,6.4230769230769225,0.2569230769230769,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,13,12:00-13:00,3.2598000000000003,9.012,5.12,0.0,10.454038461538463,0.41816153846153853,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,14,13:00-14:00,2.6898,10.704,7.68,0.0,15.090576923076924,0.6036230769230769,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,15,14:00-15:00,3.63,10.604,5.12,0.0,11.628846153846155,0.4651538461538462,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电3-光伏4,3,4,16,15:00-16:00,3.8202000000000003,14.552,1.28,0.0,11.549807692307692,0.46199230769230765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
