场景,风电场景,光伏场景,日氨产量(t/day),时段,时段序号(h),常规负荷功率(MW),风电功率(MW),光伏功率(MW),新能源总功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),总负荷功率(MW),购电功率(MW),售电功率(MW),碱性电解槽状态,PEM电解槽状态,合成氨装置状态,电网购电模式,碱性制氢量(kg/h),PEM制氢量(kg/h),合成氨产量(kg/h),购电电价(¥/kWh),售电电价(¥/kWh)
风电2-光伏3,2,3,45.0,3:00-4:00,4,0.99,10.304,0.0,10.304,20.000000000000004,19.999999999999996,1.5,42.489999999999995,32.18599999999999,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.3424,0.3779
风电2-光伏3,2,3,45.0,4:00-5:00,5,1.1802000000000001,9.9,0.0,9.9,20.0,20.0,1.5,42.6802,32.7802,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏3,2,3,45.0,5:00-6:00,6,1.6301999999999999,9.62,0.0,9.62,20.00000000000002,19.999999999999982,1.5,43.1302,33.510200000000005,0.0,1,1,1,1,280.0000000000003,319.9999999999997,3000.0,0.3424,0.3779
风电2-光伏3,2,3,45.0,6:00-7:00,7,2.5002,9.14,0.0,9.14,20.000000000000007,20.0,1.5000000000000002,44.00020000000001,34.860200000000006,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏3,2,3,45.0,7:00-8:00,8,3.3701999999999996,7.640000000000001,1.28,8.92,10.274505291436517,20.0,1.1596076852002781,34.804312976636794,25.884312976636792,0.0,1,1,1,1,143.84307408011125,320.0,2319.2153704005564,0.6074,0.3779
风电2-光伏3,2,3,45.0,8:00-9:00,9,4.0098,4.748,3.2,7.948,0.0,20.0,0.7999999999999999,24.8098,16.8618,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,45.0,9:00-10:00,10,4.199999999999999,4.859999999999999,5.12,9.98,20.0,20.0,1.5,45.7,35.72,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏3,2,3,45.0,10:00-11:00,11,4.1202,5.335999999999999,7.68,13.015999999999998,0.0,8.553653846153844,0.34214615384615377,13.015999999999996,0.0,1.7763568394002505e-15,0,1,1,0,0.0,136.8584615384615,684.2923076923075,0.8024,0.3779
风电2-光伏3,2,3,45.0,11:00-12:00,12,3.9000000000000004,4.292,11.52,15.812,0.0,11.453846153846154,0.45815384615384613,15.812000000000001,1.7763568394002505e-15,0.0,0,1,1,0,0.0,183.26153846153846,916.3076923076923,0.8024,0.3779
风电2-光伏3,2,3,45.0,12:00-13:00,13,3.2598000000000003,4.168,14.08,18.248,0.0,14.41173076923077,0.5764692307692308,18.248,0.0,0.0,0,1,1,0,0.0,230.58769230769232,1152.9384615384618,0.8024,0.3779
风电2-光伏3,2,3,45.0,13:00-14:00,14,2.6898,6.787999999999999,14.08,20.868,0.0,17.479038461538458,0.6991615384615384,20.867999999999995,0.0,3.552713678800501e-15,0,1,1,0,0.0,279.66461538461533,1398.3230769230768,0.8024,0.3779
风电2-光伏3,2,3,45.0,14:00-15:00,15,3.63,8.364,11.52,19.884,0.0,15.628846153846156,0.6251538461538462,19.884000000000004,3.552713678800501e-15,0.0,0,1,1,0,0.0,250.0615384615385,1250.3076923076924,0.8024,0.3779
风电2-光伏3,2,3,45.0,15:00-16:00,16,3.8202000000000003,8.404,7.04,15.443999999999999,0.0,20.0,0.7999999999999999,24.6202,9.176200000000001,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,45.0,16:00-17:00,17,3.75,5.896,5.12,11.016,0.0,20.0,0.7999999999999999,24.55,13.534,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,45.0,17:00-18:00,18,3.1398,6.6080000000000005,3.2,9.808,0.0,20.0,0.8,23.9398,14.131800000000002,0.0,0,1,1,1,0.0,320.0,1600.0,0.6074,0.3779
风电2-光伏3,2,3,45.0,18:00-19:00,19,2.61,6.252,1.28,7.532,0.0,4.732692307692308,0.18930769230769234,7.532000000000001,8.881784197001252e-16,0.0,0,1,1,0,0.0,75.72307692307693,378.6153846153847,0.8024,0.3779
风电2-光伏3,2,3,45.0,19:00-20:00,20,2.1198,4.312,0.0,4.312,0.0,3.7500001776854313,0.15000000710741723,6.019800184792849,1.7078001847928483,0.0,0,1,1,1,0.0,60.0000028429669,300.00001421483444,0.8024,0.3779
风电2-光伏3,2,3,45.0,20:00-21:00,21,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电2-光伏3,2,3,45.0,21:00-22:00,22,1.6301999999999999,1.492,0.0,1.492,0.0,19.999999999999996,0.7999999999999999,22.430199999999996,20.938199999999995,0.0,0,1,1,1,0.0,319.99999999999994,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,45.0,22:00-23:00,23,1.56,2.124,0.0,2.124,0.0,20.0,0.7999999999999999,22.36,20.236,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,45.0,23:00-24:00,24,1.4802,3.6959999999999997,0.0,3.6959999999999997,20.0,20.0,1.5,42.980199999999996,39.2842,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏3,2,3,36.0,0:00-1:00,1,1.3698000000000001,5.312,0.0,5.312,20.0,19.999999999999993,1.4999999999999998,42.8698,37.5578,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电2-光伏3,2,3,36.0,1:00-2:00,2,1.0997999999999999,8.5,0.0,8.5,19.99999992146174,20.0,1.4999999972511608,42.5997999187129,34.0997999187129,0.0,1,1,1,1,279.99999890046433,320.0,2999.999994502322,0.3424,0.3779
风电2-光伏3,2,3,36.0,2:00-3:00,3,0.7998000000000001,9.379999999999999,0.0,9.379999999999999,19.999999999999993,20.0,1.4999999999999998,42.29979999999999,32.919799999999995,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电2-光伏3,2,3,36.0,3:00-4:00,4,0.99,10.304,0.0,10.304,20.0,20.0,1.5,42.489999999999995,32.18599999999999,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏3,2,3,36.0,4:00-5:00,5,1.1802000000000001,9.9,0.0,9.9,19.999999999999993,20.0,1.4999999999999998,42.68019999999999,32.780199999999994,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电2-光伏3,2,3,36.0,5:00-6:00,6,1.6301999999999999,9.62,0.0,9.62,20.0,19.999999999999993,1.4999999999999998,43.13019999999999,33.51019999999999,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电2-光伏3,2,3,36.0,6:00-7:00,7,2.5002,9.14,0.0,9.14,19.999999999999993,20.0,1.4999999999999998,44.00019999999999,34.86019999999999,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电2-光伏3,2,3,36.0,7:00-8:00,8,3.3701999999999996,7.640000000000001,1.28,8.92,0.0,5.336346153846154,0.21345384615384616,8.920000000000002,1.7763568394002505e-15,0.0,0,1,1,0,0.0,85.38153846153847,426.90769230769234,0.6074,0.3779
风电2-光伏3,2,3,36.0,8:00-9:00,9,4.0098,4.748,3.2,7.948,0.0,18.521153914874905,0.7408461565949962,23.271800071469904,15.323800071469904,0.0,0,1,1,1,0.0,296.3384626379985,1481.6923131899923,0.6074,0.3779
风电2-光伏3,2,3,36.0,9:00-10:00,10,4.199999999999999,4.859999999999999,5.12,9.98,0.0,5.557692307692311,0.22230769230769237,9.980000000000002,1.7763568394002505e-15,0.0,0,1,1,0,0.0,88.92307692307698,444.61538461538476,0.6074,0.3779
风电2-光伏3,2,3,36.0,10:00-11:00,11,4.1202,5.335999999999999,7.68,13.015999999999998,0.0,8.553653846153844,0.34214615384615377,13.015999999999996,0.0,1.7763568394002505e-15,0,1,1,0,0.0,136.8584615384615,684.2923076923075,0.8024,0.3779
风电2-光伏3,2,3,36.0,11:00-12:00,12,3.9000000000000004,4.292,11.52,15.812,0.0,11.453846153846154,0.45815384615384613,15.812000000000001,1.7763568394002505e-15,0.0,0,1,1,0,0.0,183.26153846153846,916.3076923076923,0.8024,0.3779
风电2-光伏3,2,3,36.0,12:00-13:00,13,3.2598000000000003,4.168,14.08,18.248,0.0,14.411730769230772,0.5764692307692308,18.248,0.0,0.0,0,1,1,0,0.0,230.58769230769235,1152.9384615384618,0.8024,0.3779
风电2-光伏3,2,3,36.0,13:00-14:00,14,2.6898,6.787999999999999,14.08,20.868,0.0,17.479038461538458,0.6991615384615384,20.867999999999995,0.0,3.552713678800501e-15,0,1,1,0,0.0,279.66461538461533,1398.3230769230768,0.8024,0.3779
风电2-光伏3,2,3,36.0,14:00-15:00,15,3.63,8.364,11.52,19.884,0.0,15.628846153846156,0.6251538461538462,19.884000000000004,3.552713678800501e-15,0.0,0,1,1,0,0.0,250.0615384615385,1250.3076923076924,0.8024,0.3779
风电2-光伏3,2,3,36.0,15:00-16:00,16,3.8202000000000003,8.404,7.04,15.443999999999999,0.0,11.176730769230767,0.4470692307692307,15.443999999999997,0.0,1.7763568394002505e-15,0,1,1,0,0.0,178.82769230769227,894.1384615384615,0.6074,0.3779
风电2-光伏3,2,3,36.0,16:00-17:00,17,3.75,5.896,5.12,11.016,0.0,6.986538461538462,0.2794615384615385,11.016,0.0,0.0,0,1,1,0,0.0,111.78461538461539,558.923076923077,0.6074,0.3779
风电2-光伏3,2,3,36.0,17:00-18:00,18,3.1398,6.6080000000000005,3.2,9.808,0.0,6.411730769230769,0.2564692307692308,9.808,0.0,0.0,0,1,1,0,0.0,102.58769230769231,512.9384615384615,0.6074,0.3779
风电2-光伏3,2,3,36.0,18:00-19:00,19,2.61,6.252,1.28,7.532,0.0,4.732692307692309,0.18930769230769234,7.532000000000001,8.881784197001252e-16,0.0,0,1,1,0,0.0,75.72307692307695,378.6153846153847,0.8024,0.3779
风电2-光伏3,2,3,36.0,19:00-20:00,20,2.1198,4.312,0.0,4.312,0.0,3.749999999999999,0.14999999999999997,6.0198,1.7077999999999998,0.0,0,1,1,1,0.0,59.999999999999986,299.99999999999994,0.8024,0.3779
风电2-光伏3,2,3,36.0,20:00-21:00,21,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电2-光伏3,2,3,36.0,21:00-22:00,22,1.6301999999999999,1.492,0.0,1.492,0.0,0.0,0.0,1.6301999999999999,0.13819999999999988,0.0,0,0,0,1,0.0,0.0,0.0,0.6074,0.3779
风电2-光伏3,2,3,36.0,22:00-23:00,23,1.56,2.124,0.0,2.124,0.0,20.0,0.7999999999999999,22.36,20.236,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电2-光伏3,2,3,36.0,23:00-24:00,24,1.4802,3.6959999999999997,0.0,3.6959999999999997,20.0,20.0,1.5,42.980199999999996,39.2842,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,0:00-1:00,1,1.3698000000000001,5.312,0.0,5.312,20.0,20.0,1.5,42.8698,37.5578,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,1:00-2:00,2,1.0997999999999999,8.5,0.0,8.5,20.0,20.0,1.5,42.5998,34.0998,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,2:00-3:00,3,0.7998000000000001,9.379999999999999,0.0,9.379999999999999,20.0,20.0,1.5,42.299800000000005,32.91980000000001,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,3:00-4:00,4,0.99,10.304,0.0,10.304,20.0,20.0,1.5,42.489999999999995,32.18599999999999,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,4:00-5:00,5,1.1802000000000001,9.9,0.0,9.9,20.0,20.0,1.5,42.6802,32.7802,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,5:00-6:00,6,1.6301999999999999,9.62,0.0,9.62,20.0,20.0,1.5,43.1302,33.510200000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,6:00-7:00,7,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,44.0002,34.8602,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,72.0,7:00-8:00,8,3.3701999999999996,7.640000000000001,0.0,7.640000000000001,20.0,20.0,1.5,44.8702,37.230199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,8:00-9:00,9,4.0098,4.748,0.0,4.748,20.0,20.0,1.5,45.5098,40.7618,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,9:00-10:00,10,4.199999999999999,4.859999999999999,0.0,4.859999999999999,20.0,20.0,1.5,45.7,40.84,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,10:00-11:00,11,4.1202,5.335999999999999,0.0,5.335999999999999,20.0,20.0,1.5,45.6202,40.2842,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,11:00-12:00,12,3.9000000000000004,4.292,1.28,5.572,20.0,20.0,1.5,45.4,39.827999999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,12:00-13:00,13,3.2598000000000003,4.168,5.12,9.288,20.0,20.0,1.5,44.7598,35.4718,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,13:00-14:00,14,2.6898,6.787999999999999,7.68,14.468,20.0,20.0,1.5,44.1898,29.721799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,14:00-15:00,15,3.63,8.364,5.12,13.484000000000002,20.0,20.0,1.5,45.129999999999995,31.645999999999994,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,15:00-16:00,16,3.8202000000000003,8.404,1.28,9.684,20.0,20.0,1.5,45.3202,35.6362,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,16:00-17:00,17,3.75,5.896,0.0,5.896,20.0,20.0,1.5,45.25,39.354,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,17:00-18:00,18,3.1398,6.6080000000000005,0.0,6.6080000000000005,20.0,20.0,1.5,44.6398,38.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,18:00-19:00,19,2.61,6.252,0.0,6.252,20.0,20.0,1.5,44.11,37.858,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,19:00-20:00,20,2.1198,4.312,0.0,4.312,20.0,20.0,1.5,43.6198,39.3078,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,20:00-21:00,21,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,20.0,20.0,1.5,43.36,41.032,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,72.0,21:00-22:00,22,1.6301999999999999,1.492,0.0,1.492,20.0,20.0,1.5,43.1302,41.638200000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,22:00-23:00,23,1.56,2.124,0.0,2.124,20.0,20.0,1.5,43.06,40.936,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,72.0,23:00-24:00,24,1.4802,3.6959999999999997,0.0,3.6959999999999997,20.0,20.0,1.5,42.980199999999996,39.2842,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,63.0,0:00-1:00,1,1.3698000000000001,5.312,0.0,5.312,20.000000000000004,19.999999999999996,1.5,42.8698,37.5578,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.3424,0.3779
风电2-光伏4,2,4,63.0,1:00-2:00,2,1.0997999999999999,8.5,0.0,8.5,20.000000000000007,20.0,1.5000000000000002,42.5998,34.0998,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,63.0,2:00-3:00,3,0.7998000000000001,9.379999999999999,0.0,9.379999999999999,20.000000000000007,20.0,1.5000000000000002,42.299800000000005,32.91980000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,63.0,3:00-4:00,4,0.99,10.304,0.0,10.304,19.999999999999975,20.00000000000003,1.5000000000000002,42.49,32.186,0.0,1,1,1,1,279.99999999999966,320.00000000000045,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,63.0,4:00-5:00,5,1.1802000000000001,9.9,0.0,9.9,20.0,20.0,1.5,42.6802,32.7802,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,63.0,5:00-6:00,6,1.6301999999999999,9.62,0.0,9.62,20.00000000000002,19.999999999999982,1.5,43.1302,33.510200000000005,0.0,1,1,1,1,280.0000000000003,319.9999999999997,3000.0,0.3424,0.3779
风电2-光伏4,2,4,63.0,6:00-7:00,7,2.5002,9.14,0.0,9.14,20.000000000000007,20.0,1.5000000000000002,44.00020000000001,34.860200000000006,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,63.0,7:00-8:00,8,3.3701999999999996,7.640000000000001,0.0,7.640000000000001,20.000000000000007,20.0,1.5000000000000002,44.87020000000001,37.23020000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,63.0,8:00-9:00,9,4.0098,4.748,0.0,4.748,20.0,20.0,1.5,45.5098,40.7618,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,63.0,9:00-10:00,10,4.199999999999999,4.859999999999999,0.0,4.859999999999999,20.000000000000007,20.0,1.5000000000000002,45.7,40.84,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,63.0,10:00-11:00,11,4.1202,5.335999999999999,0.0,5.335999999999999,0.0,20.0,0.7999999999999999,24.9202,19.584200000000003,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电2-光伏4,2,4,63.0,11:00-12:00,12,3.9000000000000004,4.292,1.28,5.572,0.0,20.0,0.8,24.7,19.128,0.0,0,1,1,1,0.0,320.0,1600.0,0.8024,0.3779
风电2-光伏4,2,4,63.0,12:00-13:00,13,3.2598000000000003,4.168,5.12,9.288,11.428572186213731,19.999999337062896,1.1999999999999964,35.888371523276625,26.600371523276625,0.0,1,1,1,1,160.00001060699225,319.99998939300633,2399.9999999999927,0.8024,0.3779
风电2-光伏4,2,4,63.0,13:00-14:00,14,2.6898,6.787999999999999,7.68,14.468,20.0,20.0,1.5,44.1898,29.721799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电2-光伏4,2,4,63.0,14:00-15:00,15,3.63,8.364,5.12,13.484000000000002,0.0,20.0,0.7999999999999999,24.43,10.945999999999998,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电2-光伏4,2,4,63.0,15:00-16:00,16,3.8202000000000003,8.404,1.28,9.684,19.999999999999975,20.00000000000002,1.5,45.3202,35.6362,0.0,1,1,1,1,279.99999999999966,320.00000000000034,3000.0,0.6074,0.3779
风电2-光伏4,2,4,63.0,16:00-17:00,17,3.75,5.896,0.0,5.896,20.000000000000007,20.0,1.5000000000000002,45.25000000000001,39.354000000000006,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,63.0,17:00-18:00,18,3.1398,6.6080000000000005,0.0,6.6080000000000005,20.0,20.0,1.5,44.6398,38.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,63.0,18:00-19:00,19,2.61,6.252,0.0,6.252,0.0,19.999999999999996,0.7999999999999999,23.409999999999997,17.157999999999998,0.0,0,1,1,1,0.0,319.99999999999994,1599.9999999999998,0.8024,0.3779
风电2-光伏4,2,4,63.0,19:00-20:00,20,2.1198,4.312,0.0,4.312,0.0,20.0,0.7999999999999999,22.919800000000002,18.6078,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电2-光伏4,2,4,63.0,20:00-21:00,21,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,20.0,0.7999999999999999,22.66,20.332,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电2-光伏4,2,4,63.0,21:00-22:00,22,1.6301999999999999,1.492,0.0,1.492,20.0,20.0,1.5,43.1302,41.638200000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,63.0,22:00-23:00,23,1.56,2.124,0.0,2.124,20.000000000000004,19.999999999999996,1.5,43.06,40.936,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.6074,0.3779
风电2-光伏4,2,4,63.0,23:00-24:00,24,1.4802,3.6959999999999997,0.0,3.6959999999999997,20.0,20.0,1.5,42.980199999999996,39.2842,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,54.0,0:00-1:00,1,1.3698000000000001,5.312,0.0,5.312,20.0,19.999999999999993,1.4999999999999998,42.8698,37.5578,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电2-光伏4,2,4,54.0,1:00-2:00,2,1.0997999999999999,8.5,0.0,8.5,20.000000000000007,20.0,1.5000000000000002,42.5998,34.0998,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,54.0,2:00-3:00,3,0.7998000000000001,9.379999999999999,0.0,9.379999999999999,20.000000000000007,20.0,1.5000000000000002,42.299800000000005,32.91980000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,54.0,3:00-4:00,4,0.99,10.304,0.0,10.304,20.000000000000004,19.999999999999996,1.5,42.489999999999995,32.18599999999999,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.3424,0.3779
风电2-光伏4,2,4,54.0,4:00-5:00,5,1.1802000000000001,9.9,0.0,9.9,20.0,20.0,1.5,42.6802,32.7802,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电2-光伏4,2,4,54.0,5:00-6:00,6,1.6301999999999999,9.62,0.0,9.62,20.00000000000002,19.999999999999982,1.5,43.1302,33.510200000000005,0.0,1,1,1,1,280.0000000000003,319.9999999999997,3000.0,0.3424,0.3779
风电2-光伏4,2,4,54.0,6:00-7:00,7,2.5002,9.14,0.0,9.14,20.000000000000007,20.0,1.5000000000000002,44.00020000000001,34.860200000000006,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电2-光伏4,2,4,54.0,7:00-8:00,8,3.3701999999999996,7.640000000000001,0.0,7.640000000000001,20.000000000000007,20.0,1.5000000000000002,44.87020000000001,37.23020000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,54.0,8:00-9:00,9,4.0098,4.748,0.0,4.748,19.999999691042312,20.0,1.4999999891864808,45.50979968022879,40.76179968022879,0.0,1,1,1,1,279.99999567459236,320.0,2999.999978372962,0.6074,0.3779
风电2-光伏4,2,4,54.0,9:00-10:00,10,4.199999999999999,4.859999999999999,0.0,4.859999999999999,20.000000000000007,20.0,1.5000000000000002,45.7,40.84,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,54.0,10:00-11:00,11,4.1202,5.335999999999999,0.0,5.335999999999999,0.0,3.749999999999999,0.14999999999999997,8.020199999999999,2.6841999999999997,0.0,0,1,1,1,0.0,59.999999999999986,299.99999999999994,0.8024,0.3779
风电2-光伏4,2,4,54.0,11:00-12:00,12,3.9000000000000004,4.292,1.28,5.572,0.0,20.0,0.8,24.7,19.128,0.0,0,1,1,1,0.0,320.0,1600.0,0.8024,0.3779
风电2-光伏4,2,4,54.0,12:00-13:00,13,3.2598000000000003,4.168,5.12,9.288,0.0,5.796346153846153,0.23185384615384616,9.288,0.0,0.0,0,1,1,0,0.0,92.74153846153845,463.7076923076923,0.8024,0.3779
风电2-光伏4,2,4,54.0,13:00-14:00,14,2.6898,6.787999999999999,7.68,14.468,0.0,11.325192307692308,0.45300769230769233,14.468,0.0,0.0,0,1,1,0,0.0,181.20307692307694,906.0153846153846,0.8024,0.3779
风电2-光伏4,2,4,54.0,14:00-15:00,15,3.63,8.364,5.12,13.484000000000002,0.0,9.475000000000003,0.3790000000000001,13.484000000000004,1.7763568394002505e-15,0.0,0,1,1,0,0.0,151.60000000000005,758.0000000000002,0.8024,0.3779
风电2-光伏4,2,4,54.0,15:00-16:00,16,3.8202000000000003,8.404,1.28,9.684,19.999999999999975,20.00000000000002,1.5,45.3202,35.6362,0.0,1,1,1,1,279.99999999999966,320.00000000000034,3000.0,0.6074,0.3779
风电2-光伏4,2,4,54.0,16:00-17:00,17,3.75,5.896,0.0,5.896,20.000000000000007,20.0,1.5000000000000002,45.25000000000001,39.354000000000006,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电2-光伏4,2,4,54.0,17:00-18:00,18,3.1398,6.6080000000000005,0.0,6.6080000000000005,20.0,20.0,1.5,44.6398,38.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,54.0,18:00-19:00,19,2.61,6.252,0.0,6.252,0.0,3.7500000000000004,0.15,6.510000000000001,0.2580000000000009,0.0,0,1,1,1,0.0,60.00000000000001,300.0,0.8024,0.3779
风电2-光伏4,2,4,54.0,19:00-20:00,20,2.1198,4.312,0.0,4.312,0.0,17.153461808799477,0.686138472351979,19.959400281151456,15.647400281151455,0.0,0,1,1,1,0.0,274.45538894079164,1372.276944703958,0.8024,0.3779
风电2-光伏4,2,4,54.0,20:00-21:00,21,1.8599999999999999,2.3280000000000003,0.0,2.3280000000000003,0.0,3.749999999999999,0.14999999999999997,5.76,3.4319999999999995,0.0,0,1,1,1,0.0,59.999999999999986,299.99999999999994,0.8024,0.3779
风电2-光伏4,2,4,54.0,21:00-22:00,22,1.6301999999999999,1.492,0.0,1.492,20.0,20.0,1.5,43.1302,41.638200000000005,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电2-光伏4,2,4,54.0,22:00-23:00,23,1.56,2.124,0.0,2.124,20.000000000000004,19.999999999999996,1.5,43.06,40.936,0.0,1,1,1,1,280.00000000000006,319.99999999999994,3000.0,0.6074,0.3779
